precinct,office,candidate,votes,jurisdiction
Silver City,United States Senator (Republican),"Heller, Dean",10,Lyon
Silver City,United States Senator (Republican),None Of These Candidates,3,Lyon
Silver City,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Lyon
Silver Springs 1,United States Senator (Republican),"Brooks, Sherry",13,Lyon
Silver Springs 1,United States Senator (Republican),"Charles, Richard",0,Lyon
Silver Springs 1,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Lyon
Silver Springs 1,United States Senator (Republican),"Heller, Dean",103,Lyon
Silver Springs 1,United States Senator (Republican),None Of These Candidates,3,Lyon
Silver Springs 1,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Lyon
Silver Springs 2,United States Senator (Republican),"Brooks, Sherry",1,Lyon
Silver Springs 2,United States Senator (Republican),"Charles, Richard",1,Lyon
Silver Springs 2,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Lyon
Silver Springs 2,United States Senator (Republican),"Heller, Dean",41,Lyon
Silver Springs 2,United States Senator (Republican),None Of These Candidates,2,Lyon
Silver Springs 2,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Lyon
Silver Springs 3,United States Senator (Republican),"Brooks, Sherry",3,Lyon
Silver Springs 3,United States Senator (Republican),"Charles, Richard",0,Lyon
Silver Springs 3,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",4,Lyon
Silver Springs 3,United States Senator (Republican),"Heller, Dean",71,Lyon
Silver Springs 3,United States Senator (Republican),None Of These Candidates,2,Lyon
Silver Springs 3,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Lyon
Silver Springs 4,United States Senator (Republican),"Brooks, Sherry",0,Lyon
Silver Springs 4,United States Senator (Republican),"Charles, Richard",0,Lyon
Silver Springs 4,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Lyon
Silver Springs 4,United States Senator (Republican),"Heller, Dean",48,Lyon
Silver Springs 4,United States Senator (Republican),None Of These Candidates,3,Lyon
Silver Springs 4,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Lyon
Smith Valley 1,United States Senator (Republican),"Brooks, Sherry",3,Lyon
Smith Valley 1,United States Senator (Republican),"Charles, Richard",2,Lyon
Smith Valley 1,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Lyon
Smith Valley 1,United States Senator (Republican),"Heller, Dean",223,Lyon
Smith Valley 1,United States Senator (Republican),None Of These Candidates,4,Lyon
Smith Valley 1,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",2,Lyon
Smith Valley 2,United States Senator (Republican),"Brooks, Sherry",2,Lyon
Smith Valley 2,United States Senator (Republican),"Charles, Richard",0,Lyon
Smith Valley 2,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Lyon
Smith Valley 2,United States Senator (Republican),"Heller, Dean",99,Lyon
Smith Valley 2,United States Senator (Republican),None Of These Candidates,1,Lyon
Smith Valley 2,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Lyon
South Dayton 1,United States Senator (Republican),"Brooks, Sherry",6,Lyon
South Dayton 1,United States Senator (Republican),"Charles, Richard",1,Lyon
South Dayton 1,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,Lyon
South Dayton 1,United States Senator (Republican),"Heller, Dean",102,Lyon
South Dayton 1,United States Senator (Republican),None Of These Candidates,5,Lyon
South Dayton 1,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Lyon
South Dayton 2,United States Senator (Republican),"Brooks, Sherry",3,Lyon
South Dayton 2,United States Senator (Republican),"Charles, Richard",0,Lyon
South Dayton 2,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Lyon
South Dayton 2,United States Senator (Republican),"Heller, Dean",43,Lyon
South Dayton 2,United States Senator (Republican),None Of These Candidates,2,Lyon
South Dayton 2,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Lyon
South Dayton 3,United States Senator (Republican),"Brooks, Sherry",2,Lyon
South Dayton 3,United States Senator (Republican),"Charles, Richard",1,Lyon
South Dayton 3,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Lyon
South Dayton 3,United States Senator (Republican),"Heller, Dean",136,Lyon
South Dayton 3,United States Senator (Republican),None Of These Candidates,6,Lyon
South Dayton 3,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Lyon
South Dayton 4,United States Senator (Republican),"Brooks, Sherry",4,Lyon
South Dayton 4,United States Senator (Republican),"Charles, Richard",3,Lyon
South Dayton 4,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Lyon
South Dayton 4,United States Senator (Republican),"Heller, Dean",72,Lyon
South Dayton 4,United States Senator (Republican),None Of These Candidates,2,Lyon
South Dayton 4,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",2,Lyon
Spragg-Plummer,United States Senator (Republican),"Brooks, Sherry",13,Lyon
Spragg-Plummer,United States Senator (Republican),"Charles, Richard",4,Lyon
Spragg-Plummer,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",9,Lyon
Spragg-Plummer,United States Senator (Republican),"Heller, Dean",238,Lyon
Spragg-Plummer,United States Senator (Republican),None Of These Candidates,6,Lyon
Spragg-Plummer,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Lyon
Stagecoach 1,United States Senator (Republican),"Brooks, Sherry",6,Lyon
Stagecoach 1,United States Senator (Republican),"Charles, Richard",4,Lyon
Stagecoach 1,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,Lyon
Stagecoach 1,United States Senator (Republican),"Heller, Dean",123,Lyon
Stagecoach 1,United States Senator (Republican),None Of These Candidates,3,Lyon
Stagecoach 1,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",2,Lyon
Stagecoach 2,United States Senator (Republican),"Brooks, Sherry",0,Lyon
Stagecoach 2,United States Senator (Republican),"Charles, Richard",0,Lyon
Stagecoach 2,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Lyon
Stagecoach 2,United States Senator (Republican),"Heller, Dean",57,Lyon
Stagecoach 2,United States Senator (Republican),None Of These Candidates,0,Lyon
Stagecoach 2,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Lyon
West Mason Valley 1,United States Senator (Republican),"Brooks, Sherry",4,Lyon
West Mason Valley 1,United States Senator (Republican),"Charles, Richard",0,Lyon
West Mason Valley 1,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,Lyon
West Mason Valley 1,United States Senator (Republican),"Heller, Dean",163,Lyon
West Mason Valley 1,United States Senator (Republican),None Of These Candidates,4,Lyon
West Mason Valley 1,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Lyon
West Mason Valley 2,United States Senator (Republican),"Brooks, Sherry",4,Lyon
West Mason Valley 2,United States Senator (Republican),"Charles, Richard",2,Lyon
West Mason Valley 2,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Lyon
West Mason Valley 2,United States Senator (Republican),"Heller, Dean",90,Lyon
West Mason Valley 2,United States Senator (Republican),None Of These Candidates,1,Lyon
West Mason Valley 2,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Lyon
Fernley 1,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",16,Lyon
Fernley 1,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",24,Lyon
Fernley 1,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",23,Lyon
Fernley 11,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",6,Lyon
Fernley 11,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",13,Lyon
Fernley 11,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",10,Lyon
Fernley 12,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",6,Lyon
Fernley 12,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",14,Lyon
Fernley 12,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",12,Lyon
Fernley 13,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",10,Lyon
Fernley 13,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",20,Lyon
Fernley 13,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",15,Lyon
Fernley 14,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",13,Lyon
Fernley 14,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",15,Lyon
Fernley 14,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",7,Lyon
Fernley 2,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",7,Lyon
Fernley 2,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",16,Lyon
Fernley 2,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",5,Lyon
Fernley 3,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",6,Lyon
Fernley 3,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",10,Lyon
Fernley 3,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",2,Lyon
Fernley 4,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",12,Lyon
Fernley 4,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",16,Lyon
Fernley 4,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",5,Lyon
Fernley 5,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",10,Lyon
Fernley 5,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",6,Lyon
Fernley 5,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",8,Lyon
Fernley 6,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",14,Lyon
Fernley 6,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",22,Lyon
Fernley 6,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",8,Lyon
Fernley 7,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",13,Lyon
Fernley 7,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",23,Lyon
Fernley 7,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",15,Lyon
Fernley 8,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",8,Lyon
Fernley 8,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",12,Lyon
Fernley 8,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",7,Lyon
Fernley 9,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",3,Lyon
Fernley 9,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",6,Lyon
Fernley 9,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",3,Lyon
Mound House 1,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",5,Lyon
Mound House 1,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",1,Lyon
Mound House 1,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",4,Lyon
Mound House 2,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",6,Lyon
Mound House 2,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",11,Lyon
Mound House 2,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",7,Lyon
North Dayton 1,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",11,Lyon
North Dayton 1,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",23,Lyon
North Dayton 1,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",7,Lyon
North Dayton 2,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",7,Lyon
North Dayton 2,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",15,Lyon
North Dayton 2,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",11,Lyon
North Dayton 3,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",9,Lyon
North Dayton 3,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",17,Lyon
North Dayton 3,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",11,Lyon
North Dayton 4,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",10,Lyon
North Dayton 4,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",24,Lyon
North Dayton 4,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",10,Lyon
North Dayton 5,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",12,Lyon
North Dayton 5,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",6,Lyon
North Dayton 5,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",11,Lyon
Precinct 99,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0,Lyon
Precinct 99,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0,Lyon
Precinct 99,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0,Lyon
Silver City,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",2,Lyon
Silver City,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",10,Lyon
Silver City,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",19,Lyon
Silver Springs 1,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",9,Lyon
Silver Springs 1,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",18,Lyon
Silver Springs 1,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",18,Lyon
Silver Springs 2,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",11,Lyon
Silver Springs 2,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",22,Lyon
Silver Springs 2,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",9,Lyon
Silver Springs 3,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",13,Lyon
Silver Springs 3,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",20,Lyon
Silver Springs 3,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",8,Lyon
Silver Springs 4,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",9,Lyon
Silver Springs 4,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",8,Lyon
Silver Springs 4,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",8,Lyon
South Dayton 1,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",6,Lyon
South Dayton 1,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",21,Lyon
South Dayton 1,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",12,Lyon
South Dayton 2,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",5,Lyon
South Dayton 2,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",12,Lyon
South Dayton 2,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",5,Lyon
South Dayton 3,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",12,Lyon
South Dayton 3,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",24,Lyon
South Dayton 3,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",17,Lyon
South Dayton 4,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",4,Lyon
South Dayton 4,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",5,Lyon
South Dayton 4,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",12,Lyon
Stagecoach 1,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",17,Lyon
Stagecoach 1,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",28,Lyon
Stagecoach 1,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",9,Lyon
Stagecoach 2,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",5,Lyon
Stagecoach 2,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",7,Lyon
Stagecoach 2,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",9,Lyon
East Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",1,Lyon
East Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",51,Lyon
East Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",3,Lyon
East Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",7,Lyon
East Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Lyon
East Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",0,Lyon
East Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",56,Lyon
East Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",23,Lyon
East Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",3,Lyon
East Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",4,Lyon
East Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",62,Lyon
East Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",3,Lyon
East Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",3,Lyon
East Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Lyon
East Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",4,Lyon
East Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",73,Lyon
East Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",20,Lyon
East Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Lyon
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",0,Lyon
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",0,Lyon
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0,Lyon
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",0,Lyon
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Lyon
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",0,Lyon
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",0,Lyon
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",0,Lyon
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Lyon
Smith Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",5,Lyon
Smith Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",43,Lyon
Smith Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",5,Lyon
Smith Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",4,Lyon
Smith Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",1,Lyon
Smith Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",1,Lyon
Smith Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",149,Lyon
Smith Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",16,Lyon
Smith Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",4,Lyon
Smith Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",1,Lyon
Smith Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",26,Lyon
Smith Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0,Lyon
Smith Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",1,Lyon
Smith Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Lyon
Smith Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",3,Lyon
Smith Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",58,Lyon
Smith Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",12,Lyon
Smith Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",1,Lyon
Spragg-Plummer,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",5,Lyon
Spragg-Plummer,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",94,Lyon
Spragg-Plummer,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",3,Lyon
Spragg-Plummer,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",10,Lyon
Spragg-Plummer,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",1,Lyon
Spragg-Plummer,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",1,Lyon
Spragg-Plummer,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",106,Lyon
Spragg-Plummer,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",41,Lyon
Spragg-Plummer,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",2,Lyon
West Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",5,Lyon
West Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",53,Lyon
West Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",4,Lyon
West Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",5,Lyon
West Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",1,Lyon
West Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",3,Lyon
West Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",84,Lyon
West Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",10,Lyon
West Mason Valley 1,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Lyon
West Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",3,Lyon
West Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",30,Lyon
West Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",1,Lyon
West Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",2,Lyon
West Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",1,Lyon
West Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",3,Lyon
West Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",31,Lyon
West Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",21,Lyon
West Mason Valley 2,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",2,Lyon
Mound House 1,"State Assembly, District 39 (Republican)","KITE, KELLY",7,Lyon
Mound House 1,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",28,Lyon
Mound House 1,"State Assembly, District 39 (Republican)","WHEELER, JIM",10,Lyon
Mound House 2,"State Assembly, District 39 (Republican)","KITE, KELLY",12,Lyon
Mound House 2,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",18,Lyon
Mound House 2,"State Assembly, District 39 (Republican)","WHEELER, JIM",10,Lyon
North Dayton 2,"State Assembly, District 39 (Republican)","KITE, KELLY",58,Lyon
North Dayton 2,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",80,Lyon
North Dayton 2,"State Assembly, District 39 (Republican)","WHEELER, JIM",28,Lyon
North Dayton 3,"State Assembly, District 39 (Republican)","KITE, KELLY",24,Lyon
North Dayton 3,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",44,Lyon
North Dayton 3,"State Assembly, District 39 (Republican)","WHEELER, JIM",16,Lyon
North Dayton 4,"State Assembly, District 39 (Republican)","KITE, KELLY",39,Lyon
North Dayton 4,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",50,Lyon
North Dayton 4,"State Assembly, District 39 (Republican)","WHEELER, JIM",27,Lyon
North Dayton 5,"State Assembly, District 39 (Republican)","KITE, KELLY",37,Lyon
North Dayton 5,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",53,Lyon
North Dayton 5,"State Assembly, District 39 (Republican)","WHEELER, JIM",18,Lyon
Silver City,"State Assembly, District 39 (Republican)","KITE, KELLY",4,Lyon
Silver City,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",7,Lyon
Silver City,"State Assembly, District 39 (Republican)","WHEELER, JIM",3,Lyon
South Dayton 1,"State Assembly, District 39 (Republican)","KITE, KELLY",41,Lyon
South Dayton 1,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",36,Lyon
South Dayton 1,"State Assembly, District 39 (Republican)","WHEELER, JIM",38,Lyon
South Dayton 2,"State Assembly, District 39 (Republican)","KITE, KELLY",13,Lyon
South Dayton 2,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",27,Lyon
South Dayton 2,"State Assembly, District 39 (Republican)","WHEELER, JIM",6,Lyon
South Dayton 3,"State Assembly, District 39 (Republican)","KITE, KELLY",54,Lyon
South Dayton 3,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",66,Lyon
South Dayton 3,"State Assembly, District 39 (Republican)","WHEELER, JIM",18,Lyon
South Dayton 4,"State Assembly, District 39 (Republican)","KITE, KELLY",31,Lyon
South Dayton 4,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",34,Lyon
South Dayton 4,"State Assembly, District 39 (Republican)","WHEELER, JIM",17,Lyon
Smith Valley 2,United States Senator (Democratic),"Berkley, Shelley",,Lyon
Smith Valley 2,United States Senator (Democratic),"Brown, Steve",,Lyon
Smith Valley 2,United States Senator (Democratic),"Ellsworth, Barry",,Lyon
Smith Valley 2,United States Senator (Democratic),"Macias, Louis",,Lyon
Smith Valley 2,United States Senator (Democratic),None Of These Candidates,,Lyon
Smith Valley 2,United States Senator (Democratic),"Price, Nancy",,Lyon
West Mason Valley 3,United States Senator (Democratic),"Berkley, Shelley",,Lyon
West Mason Valley 3,United States Senator (Democratic),"Brown, Steve",,Lyon
West Mason Valley 3,United States Senator (Democratic),"Ellsworth, Barry",,Lyon
West Mason Valley 3,United States Senator (Democratic),"Macias, Louis",,Lyon
