county,precinct,office,candidate,votes,district
Washoe,810,U.S. House,Sean Morse,18,2
Washoe,810,President,Chuck Baldwin,3,
Washoe,810,President,Bob Barr,4,
Washoe,810,President,John Mccain,350,
Washoe,810,President,Cynthia Mckinney,2,
Washoe,810,President,None Of These Candidates,4,
Washoe,810,President,Barack Obama,380,
Washoe,810,President,Ralph Nader,5,
Washoe,810,State House,Joetta Brown,253,39
Washoe,810,State House,David Schumann,43,39
Washoe,810,State House,James Settelmeyer,372,39
Washoe,810,U.S. House,Craig Bergland,25,2
Washoe,810,U.S. House,Jill Derby,286,2
Washoe,810,U.S. House,John Everhart,16,2
Washoe,810,U.S. House,Dean Heller,378,2
Washoe,810,U.S. House,Sean Morse,8,2
Washoe,810,President,Chuck Baldwin,1,
Washoe,810,President,Bob Barr,4,
Washoe,810,President,John Mccain,344,
Washoe,810,President,Cynthia Mckinney,1,
Washoe,810,President,None Of These Candidates,3,
Washoe,810,President,Barack Obama,348,
Washoe,810,President,Ralph Nader,3,
Washoe,810,State House,Ty Cobb,388,26
Washoe,810,State House,Daela Gibson,222,26
Washoe,810,State House,Gregory Miller,29,26
Washoe,810,U.S. House,Craig Bergland,12,2
Washoe,810,U.S. House,Jill Derby,272,2
Washoe,810,U.S. House,John Everhart,13,2
Washoe,810,U.S. House,Dean Heller,358,2
Washoe,810,U.S. House,Sean Morse,17,2
Washoe,810,President,Chuck Baldwin,1,
Washoe,810,President,Bob Barr,5,
Washoe,810,President,John Mccain,407,
Washoe,810,President,Cynthia Mckinney,0,
Washoe,810,President,None Of These Candidates,3,
Washoe,810,President,Barack Obama,399,
Washoe,810,President,Ralph Nader,5,
Washoe,810,State House,Joetta Brown,256,39
Washoe,810,State House,David Schumann,60,39
Washoe,810,State House,James Settelmeyer,413,39
Washoe,810,U.S. House,Craig Bergland,24,2
Washoe,810,U.S. House,Jill Derby,305,2
Washoe,810,U.S. House,John Everhart,14,2
Washoe,810,U.S. House,Dean Heller,422,2
Washoe,810,U.S. House,Sean Morse,16,2
Washoe,811,President,Chuck Baldwin,0,
Washoe,811,President,Bob Barr,0,
Washoe,811,President,John Mccain,95,
Washoe,811,President,Cynthia Mckinney,0,
Washoe,811,President,None Of These Candidates,1,
Washoe,811,President,Barack Obama,101,
Washoe,811,President,Ralph Nader,1,
Washoe,811,State House,Joetta Brown,68,39
Washoe,811,State House,David Schumann,7,39
Washoe,811,State House,James Settelmeyer,101,39
Washoe,811,U.S. House,Craig Bergland,6,2
Washoe,811,U.S. House,Jill Derby,72,2
Washoe,811,U.S. House,John Everhart,5,2
Washoe,811,U.S. House,Dean Heller,102,2
Washoe,811,U.S. House,Sean Morse,6,2
Washoe,811,President,Chuck Baldwin,0,
Washoe,811,President,Bob Barr,0,
Washoe,811,President,John Mccain,0,
Washoe,811,President,Cynthia Mckinney,0,
Washoe,811,President,None Of These Candidates,0,
Washoe,811,President,Barack Obama,0,
Washoe,811,President,Ralph Nader,0,
Washoe,811,State House,Joetta Brown,0,39
Washoe,811,State House,David Schumann,0,39
Washoe,811,State House,James Settelmeyer,0,39
Washoe,811,U.S. House,Craig Bergland,0,2
Washoe,811,U.S. House,Jill Derby,0,2
Washoe,811,U.S. House,John Everhart,0,2
Washoe,811,U.S. House,Dean Heller,0,2
Washoe,811,U.S. House,Sean Morse,0,2
Washoe,811,President,Chuck Baldwin,2,
Washoe,811,President,Bob Barr,8,
Washoe,811,President,John Mccain,288,
Washoe,811,President,Cynthia Mckinney,0,
Washoe,811,President,None Of These Candidates,2,
Washoe,811,President,Barack Obama,423,
Washoe,811,President,Ralph Nader,2,
Washoe,811,State House,Joetta Brown,269,39
Washoe,811,State House,David Schumann,56,39
Washoe,811,State House,James Settelmeyer,303,39
Washoe,811,U.S. House,Craig Bergland,20,2
Washoe,811,U.S. House,Jill Derby,313,2
Washoe,811,U.S. House,John Everhart,19,2
Washoe,811,U.S. House,Dean Heller,315,2
Washoe,811,U.S. House,Sean Morse,21,2
Washoe,811,President,Chuck Baldwin,0,
Washoe,811,President,Bob Barr,7,
Washoe,811,President,John Mccain,321,
Washoe,811,President,Cynthia Mckinney,0,
Washoe,811,President,None Of These Candidates,2,
Washoe,811,President,Barack Obama,271,
Washoe,811,President,Ralph Nader,1,
Washoe,811,State House,Joetta Brown,182,39
Washoe,811,State House,David Schumann,23,39
Washoe,811,State House,James Settelmeyer,328,39
Washoe,811,U.S. House,Craig Bergland,15,2
Washoe,811,U.S. House,Jill Derby,210,2
Washoe,811,U.S. House,John Everhart,5,2
Washoe,811,U.S. House,Dean Heller,337,2
Washoe,811,U.S. House,Sean Morse,12,2
Washoe,812,President,Chuck Baldwin,0,
Washoe,812,President,Bob Barr,0,
Washoe,812,President,John Mccain,0,
Washoe,812,President,Cynthia Mckinney,0,
Washoe,812,President,None Of These Candidates,0,
Washoe,812,President,Barack Obama,0,
Washoe,812,President,Ralph Nader,0,
Washoe,812,State House,Joetta Brown,0,39
Washoe,812,State House,David Schumann,0,39
Washoe,812,State House,James Settelmeyer,0,39
Washoe,812,U.S. House,Craig Bergland,0,2
Washoe,812,U.S. House,Jill Derby,0,2
Washoe,812,U.S. House,John Everhart,0,2
Washoe,812,U.S. House,Dean Heller,0,2
Washoe,812,U.S. House,Sean Morse,0,2
Washoe,812,President,Chuck Baldwin,0,
Washoe,812,President,Bob Barr,0,
Washoe,812,President,John Mccain,0,
Washoe,812,President,Cynthia Mckinney,0,
Washoe,812,President,None Of These Candidates,0,
Washoe,812,President,Barack Obama,0,
Washoe,812,President,Ralph Nader,0,
Washoe,812,State House,Joetta Brown,0,39
Washoe,812,State House,David Schumann,0,39
Washoe,812,State House,James Settelmeyer,0,39
Washoe,812,U.S. House,Craig Bergland,0,2
Washoe,812,U.S. House,Jill Derby,0,2
Washoe,812,U.S. House,John Everhart,0,2
Washoe,812,U.S. House,Dean Heller,0,2
Washoe,812,U.S. House,Sean Morse,0,2
Washoe,910,President,Chuck Baldwin,0,
Washoe,910,President,Bob Barr,0,
Washoe,910,President,John Mccain,0,
Washoe,910,President,Cynthia Mckinney,0,
Washoe,910,President,None Of These Candidates,0,
Washoe,910,President,Barack Obama,0,
Washoe,910,President,Ralph Nader,0,
Washoe,910,State House,Ty Cobb,0,26
Washoe,910,State House,Daela Gibson,0,26
Washoe,910,State House,Gregory Miller,0,26
Washoe,910,U.S. House,Craig Bergland,0,2
Washoe,910,U.S. House,Jill Derby,0,2
Washoe,910,U.S. House,John Everhart,0,2
Washoe,910,U.S. House,Dean Heller,0,2
Washoe,910,U.S. House,Sean Morse,0,2
Washoe,910,President,Chuck Baldwin,0,
Washoe,910,President,Bob Barr,0,
Washoe,910,President,John Mccain,0,
Washoe,910,President,Cynthia Mckinney,0,
Washoe,910,President,None Of These Candidates,0,
Washoe,910,President,Barack Obama,0,
Washoe,910,President,Ralph Nader,0,
Washoe,910,State House,Ty Cobb,0,26
Washoe,910,State House,Daela Gibson,0,26
Washoe,910,State House,Gregory Miller,0,26
Washoe,910,State Senate,Gary Feero,0,3
Washoe,910,State Senate,Bill Raggio,0,3
Washoe,910,State Senate,Jade Zahreddine,0,3
Washoe,910,U.S. House,Craig Bergland,0,2
Washoe,910,U.S. House,Jill Derby,0,2
Washoe,910,U.S. House,John Everhart,0,2
Washoe,910,U.S. House,Dean Heller,0,2
Washoe,910,U.S. House,Sean Morse,0,2
Washoe,910,President,Chuck Baldwin,0,
Washoe,910,President,Bob Barr,0,
Washoe,910,President,John Mccain,0,
Washoe,910,President,Cynthia Mckinney,0,
Washoe,910,President,None Of These Candidates,0,
Washoe,910,President,Barack Obama,0,
Washoe,910,President,Ralph Nader,0,
Washoe,910,State House,Joetta Brown,0,39
Washoe,910,State House,David Schumann,0,39
Washoe,910,State House,James Settelmeyer,0,39
Washoe,910,U.S. House,Craig Bergland,0,2
Washoe,910,U.S. House,Jill Derby,0,2
Washoe,910,U.S. House,John Everhart,0,2
Washoe,910,U.S. House,Dean Heller,0,2
Washoe,910,U.S. House,Sean Morse,0,2
Washoe,911,President,Chuck Baldwin,0,
Washoe,911,President,Bob Barr,0,
Washoe,911,President,John Mccain,0,
Washoe,911,President,Cynthia Mckinney,0,
Washoe,911,President,None Of These Candidates,0,
Washoe,911,President,Barack Obama,0,
Washoe,911,President,Ralph Nader,0,
Washoe,911,State House,Joetta Brown,0,39
Washoe,911,State House,David Schumann,0,39
Washoe,911,State House,James Settelmeyer,0,39
Washoe,911,U.S. House,Craig Bergland,0,2
Washoe,911,U.S. House,Jill Derby,0,2
Washoe,911,U.S. House,John Everhart,0,2
Washoe,911,U.S. House,Dean Heller,0,2
Washoe,911,U.S. House,Sean Morse,0,2
Washoe,,President,Chuck Baldwin,0,
Washoe,,President,Bob Barr,2,
Washoe,,President,John Mccain,51,
Washoe,,President,Cynthia Mckinney,0,
Washoe,,President,None Of These Candidates,0,
Washoe,,President,Barack Obama,32,
Washoe,,President,Ralph Nader,0,
Washoe,,President,Chuck Baldwin,0,
Washoe,,President,Bob Barr,1,
Washoe,,President,John Mccain,137,
Washoe,,President,Cynthia Mckinney,0,
Washoe,,President,None Of These Candidates,4,
Washoe,,President,Barack Obama,276,
Washoe,,President,Ralph Nader,2,
Washoe,,U.S. House,Craig Bergland,13,2
Washoe,,U.S. House,Jill Derby,204,2
Washoe,,U.S. House,John Everhart,13,2
Washoe,,U.S. House,Dean Heller,139,2
Washoe,,U.S. House,Sean Morse,10,2
Washoe,850,President,Chuck Baldwin,0,
Washoe,850,President,Bob Barr,0,
Washoe,850,President,John Mccain,0,
Washoe,850,President,Cynthia Mckinney,0,
Washoe,850,President,None Of These Candidates,0,
Washoe,850,President,Barack Obama,0,
Washoe,850,President,Ralph Nader,0,
Washoe,850,State House,Ty Cobb,0,26
Washoe,850,State House,Daela Gibson,0,26
Washoe,850,State House,Gregory Miller,0,26
Washoe,850,State Senate,Gary Feero,0,3
Washoe,850,State Senate,Bill Raggio,0,3
Washoe,850,State Senate,Jade Zahreddine,0,3
Washoe,850,U.S. House,Craig Bergland,0,2
Washoe,850,U.S. House,Jill Derby,0,2
Washoe,850,U.S. House,John Everhart,0,2
Washoe,850,U.S. House,Dean Heller,0,2
Washoe,850,U.S. House,Sean Morse,0,2
Washoe,100,President,Chuck Baldwin,2,
Washoe,100,President,Bob Barr,2,
Washoe,100,President,John Mccain,170,
Washoe,100,President,Cynthia Mckinney,1,
Washoe,100,President,None Of These Candidates,5,
Washoe,100,President,Barack Obama,300,
Washoe,100,President,Ralph Nader,4,
Washoe,100,State House,Daniel Joseph,27,27
Washoe,100,State House,Sheila Leslie,305,27
Washoe,100,State House,Virgil Neal,122,27
Washoe,100,State Senate,Gary Feero,27,3
Washoe,100,State Senate,Bill Raggio,299,3
Washoe,100,State Senate,Jade Zahreddine,129,3
Washoe,100,U.S. House,Craig Bergland,13,2
Washoe,100,U.S. House,Jill Derby,244,2
Washoe,100,U.S. House,John Everhart,6,2
Washoe,100,U.S. House,Dean Heller,191,2
Washoe,100,U.S. House,Sean Morse,10,2
Washoe,100,President,Chuck Baldwin,4,
Washoe,100,President,Bob Barr,7,
Washoe,100,President,John Mccain,187,
Washoe,100,President,Cynthia Mckinney,0,
Washoe,100,President,None Of These Candidates,3,
Washoe,100,President,Barack Obama,417,
Washoe,100,President,Ralph Nader,4,
Washoe,100,State House,Daniel Joseph,52,27
Washoe,100,State House,Sheila Leslie,366,27
Washoe,100,State House,Virgil Neal,142,27
Washoe,100,State Senate,Gary Feero,58,3
Washoe,100,State Senate,Bill Raggio,257,3
Washoe,100,State Senate,Jade Zahreddine,254,3
Washoe,100,U.S. House,Craig Bergland,14,2
Washoe,100,U.S. House,Jill Derby,338,2
Washoe,100,U.S. House,John Everhart,29,2
Washoe,100,U.S. House,Dean Heller,189,2
Washoe,100,U.S. House,Sean Morse,12,2
Washoe,100,President,Chuck Baldwin,0,
Washoe,100,President,Bob Barr,7,
Washoe,100,President,John Mccain,316,
Washoe,100,President,Cynthia Mckinney,0,
Washoe,100,President,None Of These Candidates,10,
Washoe,100,President,Barack Obama,707,
Washoe,100,President,Ralph Nader,6,
Washoe,100,State House,Daniel Joseph,51,27
Washoe,100,State House,Sheila Leslie,675,27
Washoe,100,State House,Virgil Neal,240,27
Washoe,100,State Senate,Gary Feero,62,3
Washoe,100,State Senate,Bill Raggio,524,3
Washoe,100,State Senate,Jade Zahreddine,393,3
Washoe,100,U.S. House,Craig Bergland,43,2
Washoe,100,U.S. House,Jill Derby,573,2
Washoe,100,U.S. House,John Everhart,20,2
Washoe,100,U.S. House,Dean Heller,340,2
Washoe,100,U.S. House,Sean Morse,19,2
Washoe,100,President,Chuck Baldwin,0,
Washoe,100,President,Bob Barr,0,
Washoe,100,President,John Mccain,0,
Washoe,100,President,Cynthia Mckinney,0,
Washoe,100,President,None Of These Candidates,0,
Washoe,100,President,Barack Obama,0,
Washoe,100,President,Ralph Nader,0,
Washoe,100,State House,Ty Cobb,0,26
Washoe,100,State House,Daela Gibson,0,26
Washoe,100,State House,Gregory Miller,0,26
Washoe,100,State Senate,Gary Feero,0,3
Washoe,100,State Senate,Bill Raggio,0,3
Washoe,100,State Senate,Jade Zahreddine,0,3
Washoe,100,U.S. House,Craig Bergland,0,2
Washoe,100,U.S. House,Jill Derby,0,2
Washoe,100,U.S. House,John Everhart,0,2
Washoe,100,U.S. House,Dean Heller,0,2
Washoe,100,U.S. House,Sean Morse,0,2
Washoe,100,President,Chuck Baldwin,0,
Washoe,100,President,Bob Barr,1,
Washoe,100,President,John Mccain,126,
Washoe,100,President,Cynthia Mckinney,0,
Washoe,100,President,None Of These Candidates,1,
Washoe,100,President,Barack Obama,188,
Washoe,100,President,Ralph Nader,2,
Washoe,100,State House,Daniel Joseph,20,27
Washoe,100,State House,Sheila Leslie,189,27
Washoe,100,State House,Virgil Neal,91,27
Washoe,100,U.S. House,Craig Bergland,9,2
Washoe,100,U.S. House,Jill Derby,162,2
Washoe,100,U.S. House,John Everhart,7,2
Washoe,100,U.S. House,Dean Heller,124,2
Washoe,100,U.S. House,Sean Morse,3,2
Washoe,100,President,Chuck Baldwin,2,
Washoe,100,President,Bob Barr,8,
Washoe,100,President,John Mccain,565,
Washoe,100,President,Cynthia Mckinney,1,
Washoe,100,President,None Of These Candidates,4,
Washoe,100,President,Barack Obama,542,
Washoe,100,President,Ralph Nader,1,
Washoe,100,State House,Ty Cobb,681,26
Washoe,100,State House,Daela Gibson,335,26
Washoe,100,State House,Gregory Miller,34,26
Washoe,100,State Senate,Gary Feero,32,3
Washoe,100,State Senate,Bill Raggio,802,3
Washoe,100,State Senate,Jade Zahreddine,244,3
Washoe,100,U.S. House,Craig Bergland,10,2
Washoe,100,U.S. House,Jill Derby,419,2
Washoe,100,U.S. House,John Everhart,7,2
Washoe,100,U.S. House,Dean Heller,643,2
Washoe,100,U.S. House,Sean Morse,10,2
Washoe,100,President,Chuck Baldwin,1,
Washoe,100,President,Bob Barr,0,
Washoe,100,President,John Mccain,281,
Washoe,100,President,Cynthia Mckinney,1,
Washoe,100,President,None Of These Candidates,0,
Washoe,100,President,Barack Obama,245,
Washoe,100,President,Ralph Nader,3,
Washoe,100,State House,Heidi Gansert,363,25
Washoe,100,State House,Robert Townsend,142,25
Washoe,100,State Senate,Gary Feero,20,3
Washoe,100,State Senate,Bill Raggio,413,3
Washoe,100,State Senate,Jade Zahreddine,79,3
Washoe,100,U.S. House,Craig Bergland,13,2
Washoe,100,U.S. House,Jill Derby,180,2
Washoe,100,U.S. House,John Everhart,8,2
Washoe,100,U.S. House,Dean Heller,311,2
Washoe,100,U.S. House,Sean Morse,7,2
Washoe,101,President,Chuck Baldwin,5,
Washoe,101,President,Bob Barr,6,
Washoe,101,President,John Mccain,384,
Washoe,101,President,Cynthia Mckinney,0,
Washoe,101,President,None Of These Candidates,6,
Washoe,101,President,Barack Obama,618,
Washoe,101,President,Ralph Nader,2,
Washoe,101,State House,Daniel Joseph,46,27
Washoe,101,State House,Sheila Leslie,645,27
Washoe,101,State House,Virgil Neal,276,27
Washoe,101,State Senate,Gary Feero,51,3
Washoe,101,State Senate,Bill Raggio,685,3
Washoe,101,State Senate,Jade Zahreddine,245,3
Washoe,101,U.S. House,Craig Bergland,19,2
Washoe,101,U.S. House,Jill Derby,518,2
Washoe,101,U.S. House,John Everhart,16,2
Washoe,101,U.S. House,Dean Heller,423,2
Washoe,101,U.S. House,Sean Morse,14,2
Washoe,101,President,Chuck Baldwin,0,
Washoe,101,President,Bob Barr,4,
Washoe,101,President,John Mccain,81,
Washoe,101,President,Cynthia Mckinney,1,
Washoe,101,President,None Of These Candidates,1,
Washoe,101,President,Barack Obama,155,
Washoe,101,President,Ralph Nader,4,
Washoe,101,State House,Daniel Joseph,26,27
Washoe,101,State House,Sheila Leslie,128,27
Washoe,101,State House,Virgil Neal,64,27
Washoe,101,State Senate,Gary Feero,22,3
Washoe,101,State Senate,Bill Raggio,113,3
Washoe,101,State Senate,Jade Zahreddine,94,3
Washoe,101,U.S. House,Craig Bergland,0,2
Washoe,101,U.S. House,Jill Derby,132,2
Washoe,101,U.S. House,John Everhart,8,2
Washoe,101,U.S. House,Dean Heller,83,2
Washoe,101,U.S. House,Sean Morse,11,2
Washoe,101,President,Chuck Baldwin,0,
Washoe,101,President,Bob Barr,0,
Washoe,101,President,John Mccain,0,
Washoe,101,President,Cynthia Mckinney,0,
Washoe,101,President,None Of These Candidates,0,
Washoe,101,President,Barack Obama,0,
Washoe,101,President,Ralph Nader,0,
Washoe,101,State House,Daniel Joseph,0,27
Washoe,101,State House,Sheila Leslie,0,27
Washoe,101,State House,Virgil Neal,0,27
Washoe,101,State Senate,Gary Feero,0,3
Washoe,101,State Senate,Bill Raggio,0,3
Washoe,101,State Senate,Jade Zahreddine,0,3
Washoe,101,U.S. House,Craig Bergland,0,2
Washoe,101,U.S. House,Jill Derby,0,2
Washoe,101,U.S. House,John Everhart,0,2
Washoe,101,U.S. House,Dean Heller,0,2
Washoe,101,U.S. House,Sean Morse,0,2
Washoe,101,President,Chuck Baldwin,1,
Washoe,101,President,Bob Barr,5,
Washoe,101,President,John Mccain,501,
Washoe,101,President,Cynthia Mckinney,2,
Washoe,101,President,None Of These Candidates,9,
Washoe,101,President,Barack Obama,675,
Washoe,101,President,Ralph Nader,11,
Washoe,101,State House,Heidi Gansert,666,25
Washoe,101,State House,Robert Townsend,478,25
Washoe,101,State Senate,Gary Feero,56,3
Washoe,101,State Senate,Bill Raggio,820,3
Washoe,101,State Senate,Jade Zahreddine,284,3
Washoe,101,U.S. House,Craig Bergland,26,2
Washoe,101,U.S. House,Jill Derby,541,2
Washoe,101,U.S. House,John Everhart,33,2
Washoe,101,U.S. House,Dean Heller,554,2
Washoe,101,U.S. House,Sean Morse,14,2
Washoe,101,President,Chuck Baldwin,1,
Washoe,101,President,Bob Barr,3,
Washoe,101,President,John Mccain,207,
Washoe,101,President,Cynthia Mckinney,1,
Washoe,101,President,None Of These Candidates,1,
Washoe,101,President,Barack Obama,513,
Washoe,101,President,Ralph Nader,3,
Washoe,101,State House,Daniel Joseph,55,27
Washoe,101,State House,Sheila Leslie,414,27
Washoe,101,State House,Virgil Neal,170,27
Washoe,101,State Senate,Gary Feero,49,3
Washoe,101,State Senate,Bill Raggio,328,3
Washoe,101,State Senate,Jade Zahreddine,282,3
Washoe,101,U.S. House,Craig Bergland,19,2
Washoe,101,U.S. House,Jill Derby,398,2
Washoe,101,U.S. House,John Everhart,26,2
Washoe,101,U.S. House,Dean Heller,233,2
Washoe,101,U.S. House,Sean Morse,15,2
Washoe,101,President,Chuck Baldwin,0,
Washoe,101,President,Bob Barr,0,
Washoe,101,President,John Mccain,0,
Washoe,101,President,Cynthia Mckinney,0,
Washoe,101,President,None Of These Candidates,0,
Washoe,101,President,Barack Obama,0,
Washoe,101,President,Ralph Nader,0,
Washoe,101,State House,Daniel Joseph,0,27
Washoe,101,State House,Sheila Leslie,0,27
Washoe,101,State House,Virgil Neal,0,27
Washoe,101,State Senate,Gary Feero,0,3
Washoe,101,State Senate,Bill Raggio,0,3
Washoe,101,State Senate,Jade Zahreddine,0,3
Washoe,101,U.S. House,Craig Bergland,0,2
Washoe,101,U.S. House,Jill Derby,0,2
Washoe,101,U.S. House,John Everhart,0,2
Washoe,101,U.S. House,Dean Heller,0,2
Washoe,101,U.S. House,Sean Morse,0,2
Washoe,101,President,Chuck Baldwin,4,
Washoe,101,President,Bob Barr,7,
Washoe,101,President,John Mccain,148,
Washoe,101,President,Cynthia Mckinney,1,
Washoe,101,President,None Of These Candidates,7,
Washoe,101,President,Barack Obama,587,
Washoe,101,President,Ralph Nader,14,
Washoe,101,State House,Daniel Joseph,65,27
Washoe,101,State House,Sheila Leslie,519,27
Washoe,101,State House,Virgil Neal,118,27
Washoe,101,U.S. House,Craig Bergland,36,2
Washoe,101,U.S. House,Jill Derby,458,2
Washoe,101,U.S. House,John Everhart,24,2
Washoe,101,U.S. House,Dean Heller,188,2
Washoe,101,U.S. House,Sean Morse,20,2
Washoe,101,President,Chuck Baldwin,1,
Washoe,101,President,Bob Barr,0,
Washoe,101,President,John Mccain,9,
Washoe,101,President,Cynthia Mckinney,0,
Washoe,101,President,None Of These Candidates,0,
Washoe,101,President,Barack Obama,48,
Washoe,101,President,Ralph Nader,1,
Washoe,101,State House,Daniel Joseph,2,27
Washoe,101,State House,Sheila Leslie,47,27
Washoe,101,State House,Virgil Neal,4,27
Washoe,101,U.S. House,Craig Bergland,2,2
Washoe,101,U.S. House,Jill Derby,43,2
Washoe,101,U.S. House,John Everhart,1,2
Washoe,101,U.S. House,Dean Heller,10,2
Washoe,101,U.S. House,Sean Morse,0,2
Washoe,102,President,Chuck Baldwin,1,
Washoe,102,President,Bob Barr,2,
Washoe,102,President,John Mccain,437,
Washoe,102,President,Cynthia Mckinney,1,
Washoe,102,President,None Of These Candidates,7,
Washoe,102,President,Barack Obama,497,
Washoe,102,President,Ralph Nader,6,
Washoe,102,State House,Heidi Gansert,553,25
Washoe,102,State House,Robert Townsend,351,25
Washoe,102,State Senate,Gary Feero,53,3
Washoe,102,State Senate,Bill Raggio,651,3
Washoe,102,State Senate,Jade Zahreddine,204,3
Washoe,102,U.S. House,Craig Bergland,9,2
Washoe,102,U.S. House,Jill Derby,413,2
Washoe,102,U.S. House,John Everhart,16,2
Washoe,102,U.S. House,Dean Heller,474,2
Washoe,102,U.S. House,Sean Morse,9,2
Washoe,102,President,Chuck Baldwin,1,
Washoe,102,President,Bob Barr,4,
Washoe,102,President,John Mccain,370,
Washoe,102,President,Cynthia Mckinney,2,
Washoe,102,President,None Of These Candidates,4,
Washoe,102,President,Barack Obama,426,
Washoe,102,President,Ralph Nader,2,
Washoe,102,State House,Ty Cobb,464,26
Washoe,102,State House,Daela Gibson,260,26
Washoe,102,State House,Gregory Miller,32,26
Washoe,102,State Senate,Gary Feero,37,3
Washoe,102,State Senate,Bill Raggio,569,3
Washoe,102,State Senate,Jade Zahreddine,174,3
Washoe,102,U.S. House,Craig Bergland,11,2
Washoe,102,U.S. House,Jill Derby,327,2
Washoe,102,U.S. House,John Everhart,13,2
Washoe,102,U.S. House,Dean Heller,419,2
Washoe,102,U.S. House,Sean Morse,13,2
Washoe,102,President,Chuck Baldwin,1,
Washoe,102,President,Bob Barr,0,
Washoe,102,President,John Mccain,242,
Washoe,102,President,Cynthia Mckinney,0,
Washoe,102,President,None Of These Candidates,2,
Washoe,102,President,Barack Obama,243,
Washoe,102,President,Ralph Nader,2,
Washoe,102,State House,Heidi Gansert,308,25
Washoe,102,State House,Robert Townsend,157,25
Washoe,102,State Senate,Gary Feero,11,3
Washoe,102,State Senate,Bill Raggio,371,3
Washoe,102,State Senate,Jade Zahreddine,89,3
Washoe,102,U.S. House,Craig Bergland,1,2
Washoe,102,U.S. House,Jill Derby,175,2
Washoe,102,U.S. House,John Everhart,5,2
Washoe,102,U.S. House,Dean Heller,281,2
Washoe,102,U.S. House,Sean Morse,7,2
Washoe,102,President,Chuck Baldwin,3,
Washoe,102,President,Bob Barr,5,
Washoe,102,President,John Mccain,603,
Washoe,102,President,Cynthia Mckinney,1,
Washoe,102,President,None Of These Candidates,6,
Washoe,102,President,Barack Obama,572,
Washoe,102,President,Ralph Nader,3,
Washoe,102,State House,Heidi Gansert,745,25
Washoe,102,State House,Robert Townsend,385,25
Washoe,102,State Senate,Gary Feero,46,3
Washoe,102,State Senate,Bill Raggio,884,3
Washoe,102,State Senate,Jade Zahreddine,213,3
Washoe,102,U.S. House,Craig Bergland,20,2
Washoe,102,U.S. House,Jill Derby,465,2
Washoe,102,U.S. House,John Everhart,12,2
Washoe,102,U.S. House,Dean Heller,656,2
Washoe,102,U.S. House,Sean Morse,14,2
Washoe,102,President,Chuck Baldwin,0,
Washoe,102,President,Bob Barr,4,
Washoe,102,President,John Mccain,321,
Washoe,102,President,Cynthia Mckinney,1,
Washoe,102,President,None Of These Candidates,5,
Washoe,102,President,Barack Obama,341,
Washoe,102,President,Ralph Nader,4,
Washoe,102,State House,Ty Cobb,386,26
Washoe,102,State House,Daela Gibson,235,26
Washoe,102,State House,Gregory Miller,30,26
Washoe,102,State Senate,Gary Feero,41,3
Washoe,102,State Senate,Bill Raggio,464,3
Washoe,102,State Senate,Jade Zahreddine,148,3
Washoe,102,U.S. House,Craig Bergland,10,2
Washoe,102,U.S. House,Jill Derby,287,2
Washoe,102,U.S. House,John Everhart,11,2
Washoe,102,U.S. House,Dean Heller,336,2
Washoe,102,U.S. House,Sean Morse,8,2
Washoe,102,President,Chuck Baldwin,1,
Washoe,102,President,Bob Barr,3,
Washoe,102,President,John Mccain,123,
Washoe,102,President,Cynthia Mckinney,1,
Washoe,102,President,None Of These Candidates,1,
Washoe,102,President,Barack Obama,202,
Washoe,102,President,Ralph Nader,3,
Washoe,102,State House,Heidi Gansert,175,25
Washoe,102,State House,Robert Townsend,134,25
Washoe,102,State Senate,Gary Feero,11,3
Washoe,102,State Senate,Bill Raggio,245,3
Washoe,102,State Senate,Jade Zahreddine,69,3
Washoe,102,U.S. House,Craig Bergland,7,2
Washoe,102,U.S. House,Jill Derby,158,2
Washoe,102,U.S. House,John Everhart,3,2
Washoe,102,U.S. House,Dean Heller,155,2
Washoe,102,U.S. House,Sean Morse,1,2
Washoe,102,President,Chuck Baldwin,3,
Washoe,102,President,Bob Barr,1,
Washoe,102,President,John Mccain,309,
Washoe,102,President,Cynthia Mckinney,0,
Washoe,102,President,None Of These Candidates,1,
Washoe,102,President,Barack Obama,305,
Washoe,102,President,Ralph Nader,2,
Washoe,102,State House,Heidi Gansert,411,25
Washoe,102,State House,Robert Townsend,183,25
Washoe,102,State Senate,Gary Feero,33,3
Washoe,102,State Senate,Bill Raggio,455,3
Washoe,102,State Senate,Jade Zahreddine,109,3
Washoe,102,U.S. House,Craig Bergland,10,2
Washoe,102,U.S. House,Jill Derby,263,2
Washoe,102,U.S. House,John Everhart,8,2
Washoe,102,U.S. House,Dean Heller,319,2
Washoe,102,U.S. House,Sean Morse,11,2
Washoe,102,President,Chuck Baldwin,1,
Washoe,102,President,Bob Barr,4,
Washoe,102,President,John Mccain,535,
Washoe,102,President,Cynthia Mckinney,1,
Washoe,102,President,None Of These Candidates,12,
Washoe,102,President,Barack Obama,603,
Washoe,102,President,Ralph Nader,6,
Washoe,102,State House,Ty Cobb,647,26
Washoe,102,State House,Daela Gibson,383,26
Washoe,102,State House,Gregory Miller,58,26
Washoe,102,State Senate,Gary Feero,54,3
Washoe,102,State Senate,Bill Raggio,813,3
Washoe,102,State Senate,Jade Zahreddine,253,3
Washoe,102,U.S. House,Craig Bergland,19,2
Washoe,102,U.S. House,Jill Derby,485,2
Washoe,102,U.S. House,John Everhart,10,2
