precinct,office,candidate,votes,jurisdiction
1520 - HEN,United States Senator (Democratic),"Berkley, Shelley",53,Clark
1520 - HEN,United States Senator (Democratic),"Brown, Steve",1,Clark
1520 - HEN,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
1520 - HEN,United States Senator (Democratic),"Macias, Louis",1,Clark
1520 - HEN,United States Senator (Democratic),None Of These Candidates,5,Clark
1520 - HEN,United States Senator (Democratic),"Price, Nancy",2,Clark
1521 - HEN,United States Senator (Democratic),"Berkley, Shelley",64,Clark
1521 - HEN,United States Senator (Democratic),"Brown, Steve",8,Clark
1521 - HEN,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
1521 - HEN,United States Senator (Democratic),"Macias, Louis",0,Clark
1521 - HEN,United States Senator (Democratic),None Of These Candidates,2,Clark
1521 - HEN,United States Senator (Democratic),"Price, Nancy",1,Clark
1525 - HEN,United States Senator (Democratic),"Berkley, Shelley",105,Clark
1525 - HEN,United States Senator (Democratic),"Brown, Steve",4,Clark
1525 - HEN,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
1525 - HEN,United States Senator (Democratic),"Macias, Louis",2,Clark
1525 - HEN,United States Senator (Democratic),None Of These Candidates,2,Clark
1525 - HEN,United States Senator (Democratic),"Price, Nancy",0,Clark
1528 - HEN,United States Senator (Democratic),"Berkley, Shelley",27,Clark
1528 - HEN,United States Senator (Democratic),"Brown, Steve",1,Clark
1528 - HEN,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
1528 - HEN,United States Senator (Democratic),"Macias, Louis",0,Clark
1528 - HEN,United States Senator (Democratic),None Of These Candidates,3,Clark
1528 - HEN,United States Senator (Democratic),"Price, Nancy",3,Clark
1533 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
1533 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
1533 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
1533 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
1533 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
1533 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
1550 - HEN,United States Senator (Democratic),"Berkley, Shelley",32,Clark
1550 - HEN,United States Senator (Democratic),"Brown, Steve",0,Clark
1550 - HEN,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
1550 - HEN,United States Senator (Democratic),"Macias, Louis",0,Clark
1550 - HEN,United States Senator (Democratic),None Of These Candidates,0,Clark
1550 - HEN,United States Senator (Democratic),"Price, Nancy",3,Clark
1552 - HEN,United States Senator (Democratic),"Berkley, Shelley",17,Clark
1552 - HEN,United States Senator (Democratic),"Brown, Steve",1,Clark
1552 - HEN,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
1552 - HEN,United States Senator (Democratic),"Macias, Louis",1,Clark
1552 - HEN,United States Senator (Democratic),None Of These Candidates,1,Clark
1552 - HEN,United States Senator (Democratic),"Price, Nancy",2,Clark
1553 - HEN,United States Senator (Democratic),"Berkley, Shelley",0,Clark
1553 - HEN,United States Senator (Democratic),"Brown, Steve",0,Clark
1553 - HEN,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
1553 - HEN,United States Senator (Democratic),"Macias, Louis",0,Clark
1553 - HEN,United States Senator (Democratic),None Of These Candidates,0,Clark
1553 - HEN,United States Senator (Democratic),"Price, Nancy",0,Clark
1601 - County,United States Senator (Democratic),"Berkley, Shelley",37,Clark
1601 - County,United States Senator (Democratic),"Brown, Steve",3,Clark
1601 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
1601 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
1601 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
1601 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
1602 - County,United States Senator (Democratic),"Berkley, Shelley",32,Clark
1602 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
1602 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
1602 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
1602 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
1602 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
1603 - County,United States Senator (Democratic),"Berkley, Shelley",29,Clark
1603 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
1603 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
1603 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
1603 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
1603 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
1604 - County,United States Senator (Democratic),"Berkley, Shelley",37,Clark
1604 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
1604 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
1604 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
1604 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
1604 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
1605 - County,United States Senator (Democratic),"Berkley, Shelley",23,Clark
1605 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
1605 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
1605 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
1605 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
1605 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
1606 - HEN,United States Senator (Democratic),"Berkley, Shelley",15,Clark
1606 - HEN,United States Senator (Democratic),"Brown, Steve",0,Clark
1606 - HEN,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
1606 - HEN,United States Senator (Democratic),"Macias, Louis",0,Clark
1606 - HEN,United States Senator (Democratic),None Of These Candidates,0,Clark
1606 - HEN,United States Senator (Democratic),"Price, Nancy",0,Clark
1607 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
1607 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
1607 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
1607 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
1607 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
1607 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
1608 - HEN,United States Senator (Democratic),"Berkley, Shelley",42,Clark
1608 - HEN,United States Senator (Democratic),"Brown, Steve",1,Clark
1608 - HEN,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
1608 - HEN,United States Senator (Democratic),"Macias, Louis",0,Clark
1608 - HEN,United States Senator (Democratic),None Of These Candidates,0,Clark
1608 - HEN,United States Senator (Democratic),"Price, Nancy",1,Clark
1611 - County,United States Senator (Democratic),"Berkley, Shelley",54,Clark
1611 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
1611 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
1611 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
1611 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
1611 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
1612 - County,United States Senator (Democratic),"Berkley, Shelley",62,Clark
1612 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
1612 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
1612 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
1612 - County,United States Senator (Democratic),None Of These Candidates,5,Clark
1612 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
1613 - County,United States Senator (Democratic),"Berkley, Shelley",41,Clark
1613 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
1613 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
1613 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
1613 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
1613 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
1614 - County,United States Senator (Democratic),"Berkley, Shelley",53,Clark
1614 - County,United States Senator (Democratic),"Brown, Steve",5,Clark
1614 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
1614 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
1614 - County,United States Senator (Democratic),None Of These Candidates,2,Clark
1614 - County,United States Senator (Democratic),"Price, Nancy",6,Clark
1615 - County,United States Senator (Democratic),"Berkley, Shelley",41,Clark
1615 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
1615 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
1615 - County,United States Senator (Democratic),"Macias, Louis",4,Clark
1615 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
1615 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
1616 - County,United States Senator (Democratic),"Berkley, Shelley",32,Clark
1616 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
1616 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
1616 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
1616 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
1616 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
1617 - County,United States Senator (Democratic),"Berkley, Shelley",38,Clark
1617 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
1617 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
1617 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
1617 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
1617 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
1618 - County,United States Senator (Democratic),"Berkley, Shelley",38,Clark
1618 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
1618 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
1618 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
1618 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
1618 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
1619 - County,United States Senator (Democratic),"Berkley, Shelley",53,Clark
1619 - County,United States Senator (Democratic),"Brown, Steve",6,Clark
1619 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
1619 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
1619 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
1619 - County,United States Senator (Democratic),"Price, Nancy",4,Clark
1621 - County,United States Senator (Democratic),"Berkley, Shelley",40,Clark
1621 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
1621 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
1621 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
1621 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
1621 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
1623 - County,United States Senator (Democratic),"Berkley, Shelley",21,Clark
1623 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
1623 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
1623 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
1623 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
1623 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
1624 - County,United States Senator (Democratic),"Berkley, Shelley",36,Clark
1624 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
1624 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
1624 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
1624 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
1624 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
1625 - County,United States Senator (Democratic),"Berkley, Shelley",41,Clark
1625 - County,United States Senator (Democratic),"Brown, Steve",4,Clark
1625 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
1625 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
1625 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
1625 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
1631 - County,United States Senator (Democratic),"Berkley, Shelley",53,Clark
1631 - County,United States Senator (Democratic),"Brown, Steve",6,Clark
1631 - County,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
1631 - County,United States Senator (Democratic),"Macias, Louis",4,Clark
1631 - County,United States Senator (Democratic),None Of These Candidates,3,Clark
1631 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
1632 - County,United States Senator (Democratic),"Berkley, Shelley",43,Clark
1632 - County,United States Senator (Democratic),"Brown, Steve",5,Clark
1632 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
1632 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
