precinct,office,candidate,votes,jurisdiction
2436 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
2436 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2436 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2440 - NLV,United States Senator (Democratic),"Berkley, Shelley",179,Clark
2440 - NLV,United States Senator (Democratic),"Brown, Steve",10,Clark
2440 - NLV,United States Senator (Democratic),"Ellsworth, Barry",6,Clark
2440 - NLV,United States Senator (Democratic),"Macias, Louis",0,Clark
2440 - NLV,United States Senator (Democratic),None Of These Candidates,8,Clark
2440 - NLV,United States Senator (Democratic),"Price, Nancy",5,Clark
2444 - County,United States Senator (Democratic),"Berkley, Shelley",19,Clark
2444 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
2444 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2444 - County,United States Senator (Democratic),"Macias, Louis",3,Clark
2444 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
2444 - County,United States Senator (Democratic),"Price, Nancy",2,Clark
2445 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2445 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
2445 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2445 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
2445 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2445 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2446 - NLV,United States Senator (Democratic),"Berkley, Shelley",71,Clark
2446 - NLV,United States Senator (Democratic),"Brown, Steve",3,Clark
2446 - NLV,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2446 - NLV,United States Senator (Democratic),"Macias, Louis",6,Clark
2446 - NLV,United States Senator (Democratic),None Of These Candidates,2,Clark
2446 - NLV,United States Senator (Democratic),"Price, Nancy",3,Clark
2447 - NLV,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2447 - NLV,United States Senator (Democratic),"Brown, Steve",0,Clark
2447 - NLV,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2447 - NLV,United States Senator (Democratic),"Macias, Louis",0,Clark
2447 - NLV,United States Senator (Democratic),None Of These Candidates,0,Clark
2447 - NLV,United States Senator (Democratic),"Price, Nancy",0,Clark
2449 - NLV,United States Senator (Democratic),"Berkley, Shelley",58,Clark
2449 - NLV,United States Senator (Democratic),"Brown, Steve",1,Clark
2449 - NLV,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
2449 - NLV,United States Senator (Democratic),"Macias, Louis",2,Clark
2449 - NLV,United States Senator (Democratic),None Of These Candidates,2,Clark
2449 - NLV,United States Senator (Democratic),"Price, Nancy",3,Clark
2456 - NLV,United States Senator (Democratic),"Berkley, Shelley",64,Clark
2456 - NLV,United States Senator (Democratic),"Brown, Steve",9,Clark
2456 - NLV,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2456 - NLV,United States Senator (Democratic),"Macias, Louis",2,Clark
2456 - NLV,United States Senator (Democratic),None Of These Candidates,2,Clark
2456 - NLV,United States Senator (Democratic),"Price, Nancy",4,Clark
2457 - NLV,United States Senator (Democratic),"Berkley, Shelley",51,Clark
2457 - NLV,United States Senator (Democratic),"Brown, Steve",4,Clark
2457 - NLV,United States Senator (Democratic),"Ellsworth, Barry",6,Clark
2457 - NLV,United States Senator (Democratic),"Macias, Louis",5,Clark
2457 - NLV,United States Senator (Democratic),None Of These Candidates,1,Clark
2457 - NLV,United States Senator (Democratic),"Price, Nancy",5,Clark
2458 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2458 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
2458 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2458 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
2458 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2458 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2463 - NLV,United States Senator (Democratic),"Berkley, Shelley",59,Clark
2463 - NLV,United States Senator (Democratic),"Brown, Steve",6,Clark
2463 - NLV,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
2463 - NLV,United States Senator (Democratic),"Macias, Louis",5,Clark
2463 - NLV,United States Senator (Democratic),None Of These Candidates,2,Clark
2463 - NLV,United States Senator (Democratic),"Price, Nancy",3,Clark
2464 - NLV,United States Senator (Democratic),"Berkley, Shelley",63,Clark
2464 - NLV,United States Senator (Democratic),"Brown, Steve",4,Clark
2464 - NLV,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
2464 - NLV,United States Senator (Democratic),"Macias, Louis",2,Clark
2464 - NLV,United States Senator (Democratic),None Of These Candidates,3,Clark
2464 - NLV,United States Senator (Democratic),"Price, Nancy",4,Clark
2465 - MES,United States Senator (Democratic),"Berkley, Shelley",48,Clark
2465 - MES,United States Senator (Democratic),"Brown, Steve",8,Clark
2465 - MES,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
2465 - MES,United States Senator (Democratic),"Macias, Louis",3,Clark
2465 - MES,United States Senator (Democratic),None Of These Candidates,6,Clark
2465 - MES,United States Senator (Democratic),"Price, Nancy",2,Clark
2466 - MES,United States Senator (Democratic),"Berkley, Shelley",80,Clark
2466 - MES,United States Senator (Democratic),"Brown, Steve",2,Clark
2466 - MES,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
2466 - MES,United States Senator (Democratic),"Macias, Louis",1,Clark
2466 - MES,United States Senator (Democratic),None Of These Candidates,6,Clark
2466 - MES,United States Senator (Democratic),"Price, Nancy",4,Clark
2468 - MES,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2468 - MES,United States Senator (Democratic),"Brown, Steve",0,Clark
2468 - MES,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2468 - MES,United States Senator (Democratic),"Macias, Louis",0,Clark
2468 - MES,United States Senator (Democratic),None Of These Candidates,0,Clark
2468 - MES,United States Senator (Democratic),"Price, Nancy",0,Clark
2469 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2469 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
2469 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2469 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
2469 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2469 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2473 - MVA,United States Senator (Democratic),"Berkley, Shelley",19,Clark
2473 - MVA,United States Senator (Democratic),"Brown, Steve",3,Clark
2473 - MVA,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
2473 - MVA,United States Senator (Democratic),"Macias, Louis",2,Clark
2473 - MVA,United States Senator (Democratic),None Of These Candidates,10,Clark
2473 - MVA,United States Senator (Democratic),"Price, Nancy",5,Clark
2476 - MVA,United States Senator (Democratic),"Berkley, Shelley",46,Clark
2476 - MVA,United States Senator (Democratic),"Brown, Steve",7,Clark
2476 - MVA,United States Senator (Democratic),"Ellsworth, Barry",6,Clark
2476 - MVA,United States Senator (Democratic),"Macias, Louis",3,Clark
2476 - MVA,United States Senator (Democratic),None Of These Candidates,6,Clark
2476 - MVA,United States Senator (Democratic),"Price, Nancy",4,Clark
2477 - MES,United States Senator (Democratic),"Berkley, Shelley",22,Clark
2477 - MES,United States Senator (Democratic),"Brown, Steve",0,Clark
2477 - MES,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2477 - MES,United States Senator (Democratic),"Macias, Louis",0,Clark
2477 - MES,United States Senator (Democratic),None Of These Candidates,1,Clark
2477 - MES,United States Senator (Democratic),"Price, Nancy",1,Clark
2479 - NLV,United States Senator (Democratic),"Berkley, Shelley",45,Clark
2479 - NLV,United States Senator (Democratic),"Brown, Steve",2,Clark
2479 - NLV,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
2479 - NLV,United States Senator (Democratic),"Macias, Louis",2,Clark
2479 - NLV,United States Senator (Democratic),None Of These Candidates,1,Clark
2479 - NLV,United States Senator (Democratic),"Price, Nancy",0,Clark
2480 - NLV,United States Senator (Democratic),"Berkley, Shelley",63,Clark
2480 - NLV,United States Senator (Democratic),"Brown, Steve",7,Clark
2480 - NLV,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2480 - NLV,United States Senator (Democratic),"Macias, Louis",0,Clark
2480 - NLV,United States Senator (Democratic),None Of These Candidates,3,Clark
2480 - NLV,United States Senator (Democratic),"Price, Nancy",2,Clark
2481 - NLV,United States Senator (Democratic),"Berkley, Shelley",78,Clark
2481 - NLV,United States Senator (Democratic),"Brown, Steve",3,Clark
2481 - NLV,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
2481 - NLV,United States Senator (Democratic),"Macias, Louis",1,Clark
2481 - NLV,United States Senator (Democratic),None Of These Candidates,3,Clark
2481 - NLV,United States Senator (Democratic),"Price, Nancy",4,Clark
2483 - NLV,United States Senator (Democratic),"Berkley, Shelley",57,Clark
2483 - NLV,United States Senator (Democratic),"Brown, Steve",8,Clark
2483 - NLV,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2483 - NLV,United States Senator (Democratic),"Macias, Louis",2,Clark
2483 - NLV,United States Senator (Democratic),None Of These Candidates,1,Clark
2483 - NLV,United States Senator (Democratic),"Price, Nancy",2,Clark
2484 - NLV,United States Senator (Democratic),"Berkley, Shelley",82,Clark
2484 - NLV,United States Senator (Democratic),"Brown, Steve",5,Clark
2484 - NLV,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2484 - NLV,United States Senator (Democratic),"Macias, Louis",1,Clark
2484 - NLV,United States Senator (Democratic),None Of These Candidates,0,Clark
2484 - NLV,United States Senator (Democratic),"Price, Nancy",7,Clark
2500 - NLV,United States Senator (Democratic),"Berkley, Shelley",159,Clark
2500 - NLV,United States Senator (Democratic),"Brown, Steve",9,Clark
2500 - NLV,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
2500 - NLV,United States Senator (Democratic),"Macias, Louis",0,Clark
2500 - NLV,United States Senator (Democratic),None Of These Candidates,3,Clark
2500 - NLV,United States Senator (Democratic),"Price, Nancy",4,Clark
2600 - LAS,United States Senator (Democratic),"Berkley, Shelley",55,Clark
2600 - LAS,United States Senator (Democratic),"Brown, Steve",6,Clark
2600 - LAS,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
2600 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
2600 - LAS,United States Senator (Democratic),None Of These Candidates,0,Clark
2600 - LAS,United States Senator (Democratic),"Price, Nancy",3,Clark
2602 - County,United States Senator (Democratic),"Berkley, Shelley",10,Clark
2602 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
2602 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
2602 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
2602 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2602 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2603 - LAS,United States Senator (Democratic),"Berkley, Shelley",47,Clark
2603 - LAS,United States Senator (Democratic),"Brown, Steve",1,Clark
2603 - LAS,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2603 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
2603 - LAS,United States Senator (Democratic),None Of These Candidates,1,Clark
2603 - LAS,United States Senator (Democratic),"Price, Nancy",2,Clark
2604 - LAS,United States Senator (Democratic),"Berkley, Shelley",37,Clark
2604 - LAS,United States Senator (Democratic),"Brown, Steve",2,Clark
2604 - LAS,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2604 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
2604 - LAS,United States Senator (Democratic),None Of These Candidates,1,Clark
2604 - LAS,United States Senator (Democratic),"Price, Nancy",1,Clark
2605 - LAS,United States Senator (Democratic),"Berkley, Shelley",51,Clark
2605 - LAS,United States Senator (Democratic),"Brown, Steve",2,Clark
2605 - LAS,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2605 - LAS,United States Senator (Democratic),"Macias, Louis",2,Clark
2605 - LAS,United States Senator (Democratic),None Of These Candidates,0,Clark
2605 - LAS,United States Senator (Democratic),"Price, Nancy",1,Clark
2606 - NLV,United States Senator (Democratic),"Berkley, Shelley",76,Clark
2606 - NLV,United States Senator (Democratic),"Brown, Steve",3,Clark
2606 - NLV,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
2606 - NLV,United States Senator (Democratic),"Macias, Louis",2,Clark
2606 - NLV,United States Senator (Democratic),None Of These Candidates,1,Clark
2606 - NLV,United States Senator (Democratic),"Price, Nancy",1,Clark
2607 - NLV,United States Senator (Democratic),"Berkley, Shelley",97,Clark
2607 - NLV,United States Senator (Democratic),"Brown, Steve",4,Clark
2607 - NLV,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
2607 - NLV,United States Senator (Democratic),"Macias, Louis",4,Clark
2607 - NLV,United States Senator (Democratic),None Of These Candidates,0,Clark
2607 - NLV,United States Senator (Democratic),"Price, Nancy",3,Clark
2611 - LAS,United States Senator (Democratic),"Berkley, Shelley",47,Clark
2611 - LAS,United States Senator (Democratic),"Brown, Steve",2,Clark
2611 - LAS,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
2611 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
2611 - LAS,United States Senator (Democratic),None Of These Candidates,1,Clark
2611 - LAS,United States Senator (Democratic),"Price, Nancy",1,Clark
2612 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2612 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
2612 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2612 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
2612 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2612 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2613 - LAS,United States Senator (Democratic),"Berkley, Shelley",48,Clark
2613 - LAS,United States Senator (Democratic),"Brown, Steve",3,Clark
2613 - LAS,United States Senator (Democratic),"Ellsworth, Barry",5,Clark
2613 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
2613 - LAS,United States Senator (Democratic),None Of These Candidates,1,Clark
2613 - LAS,United States Senator (Democratic),"Price, Nancy",1,Clark
2614 - LAS,United States Senator (Democratic),"Berkley, Shelley",62,Clark
2614 - LAS,United States Senator (Democratic),"Brown, Steve",2,Clark
2614 - LAS,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2614 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
2614 - LAS,United States Senator (Democratic),None Of These Candidates,2,Clark
2614 - LAS,United States Senator (Democratic),"Price, Nancy",4,Clark
2615 - LAS,United States Senator (Democratic),"Berkley, Shelley",55,Clark
2615 - LAS,United States Senator (Democratic),"Brown, Steve",1,Clark
2615 - LAS,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2615 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
2615 - LAS,United States Senator (Democratic),None Of These Candidates,0,Clark
2615 - LAS,United States Senator (Democratic),"Price, Nancy",3,Clark
2621 - LAS,United States Senator (Democratic),"Berkley, Shelley",60,Clark
2621 - LAS,United States Senator (Democratic),"Brown, Steve",3,Clark
2621 - LAS,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2621 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
2621 - LAS,United States Senator (Democratic),None Of These Candidates,1,Clark
2621 - LAS,United States Senator (Democratic),"Price, Nancy",2,Clark
2622 - LAS,United States Senator (Democratic),"Berkley, Shelley",35,Clark
2622 - LAS,United States Senator (Democratic),"Brown, Steve",2,Clark
2622 - LAS,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2622 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
2622 - LAS,United States Senator (Democratic),None Of These Candidates,0,Clark
2622 - LAS,United States Senator (Democratic),"Price, Nancy",0,Clark
2623 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2623 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
2623 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2623 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
2623 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2623 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2624 - LAS,United States Senator (Democratic),"Berkley, Shelley",64,Clark
2624 - LAS,United States Senator (Democratic),"Brown, Steve",4,Clark
2624 - LAS,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
2624 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
2624 - LAS,United States Senator (Democratic),None Of These Candidates,0,Clark
2624 - LAS,United States Senator (Democratic),"Price, Nancy",5,Clark
2625 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2625 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
2625 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2625 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
2625 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2625 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2633 - LAS,United States Senator (Democratic),"Berkley, Shelley",33,Clark
2633 - LAS,United States Senator (Democratic),"Brown, Steve",2,Clark
2633 - LAS,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
2633 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
2633 - LAS,United States Senator (Democratic),None Of These Candidates,0,Clark
2633 - LAS,United States Senator (Democratic),"Price, Nancy",2,Clark
2635 - LAS,United States Senator (Democratic),"Berkley, Shelley",87,Clark
2635 - LAS,United States Senator (Democratic),"Brown, Steve",3,Clark
2635 - LAS,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2635 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
2635 - LAS,United States Senator (Democratic),None Of These Candidates,1,Clark
2635 - LAS,United States Senator (Democratic),"Price, Nancy",1,Clark
2641 - LAS,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2641 - LAS,United States Senator (Democratic),"Brown, Steve",0,Clark
2641 - LAS,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2641 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
2641 - LAS,United States Senator (Democratic),None Of These Candidates,0,Clark
2641 - LAS,United States Senator (Democratic),"Price, Nancy",0,Clark
2643 - LAS,United States Senator (Democratic),"Berkley, Shelley",76,Clark
2643 - LAS,United States Senator (Democratic),"Brown, Steve",8,Clark
2643 - LAS,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2643 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
2643 - LAS,United States Senator (Democratic),None Of These Candidates,3,Clark
2643 - LAS,United States Senator (Democratic),"Price, Nancy",1,Clark
2644 - County,United States Senator (Democratic),"Berkley, Shelley",31,Clark
2644 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
2644 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2644 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
2644 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
2644 - County,United States Senator (Democratic),"Price, Nancy",3,Clark
2645 - County,United States Senator (Democratic),"Berkley, Shelley",5,Clark
2645 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
2645 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2645 - County,United States Senator (Democratic),"Macias, Louis",1,Clark
2645 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2645 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2651 - LAS,United States Senator (Democratic),"Berkley, Shelley",48,Clark
2651 - LAS,United States Senator (Democratic),"Brown, Steve",2,Clark
2651 - LAS,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2651 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
2651 - LAS,United States Senator (Democratic),None Of These Candidates,3,Clark
2651 - LAS,United States Senator (Democratic),"Price, Nancy",1,Clark
2652 - LAS,United States Senator (Democratic),"Berkley, Shelley",61,Clark
2652 - LAS,United States Senator (Democratic),"Brown, Steve",4,Clark
2652 - LAS,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
2652 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
2652 - LAS,United States Senator (Democratic),None Of These Candidates,1,Clark
2652 - LAS,United States Senator (Democratic),"Price, Nancy",2,Clark
2653 - County,United States Senator (Democratic),"Berkley, Shelley",50,Clark
2653 - County,United States Senator (Democratic),"Brown, Steve",2,Clark
2653 - County,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2653 - County,United States Senator (Democratic),"Macias, Louis",2,Clark
2653 - County,United States Senator (Democratic),None Of These Candidates,1,Clark
2653 - County,United States Senator (Democratic),"Price, Nancy",1,Clark
2654 - LAS,United States Senator (Democratic),"Berkley, Shelley",105,Clark
2654 - LAS,United States Senator (Democratic),"Brown, Steve",4,Clark
2654 - LAS,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
2654 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
2654 - LAS,United States Senator (Democratic),None Of These Candidates,3,Clark
2654 - LAS,United States Senator (Democratic),"Price, Nancy",2,Clark
2655 - LAS,United States Senator (Democratic),"Berkley, Shelley",48,Clark
2655 - LAS,United States Senator (Democratic),"Brown, Steve",2,Clark
2655 - LAS,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2655 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
2655 - LAS,United States Senator (Democratic),None Of These Candidates,0,Clark
2655 - LAS,United States Senator (Democratic),"Price, Nancy",3,Clark
2660 - LAS,United States Senator (Democratic),"Berkley, Shelley",17,Clark
2660 - LAS,United States Senator (Democratic),"Brown, Steve",5,Clark
2660 - LAS,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2660 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
2660 - LAS,United States Senator (Democratic),None Of These Candidates,1,Clark
2660 - LAS,United States Senator (Democratic),"Price, Nancy",0,Clark
2661 - LAS,United States Senator (Democratic),"Berkley, Shelley",65,Clark
2661 - LAS,United States Senator (Democratic),"Brown, Steve",6,Clark
2661 - LAS,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
2661 - LAS,United States Senator (Democratic),"Macias, Louis",2,Clark
2661 - LAS,United States Senator (Democratic),None Of These Candidates,2,Clark
2661 - LAS,United States Senator (Democratic),"Price, Nancy",3,Clark
2663 - LAS,United States Senator (Democratic),"Berkley, Shelley",32,Clark
2663 - LAS,United States Senator (Democratic),"Brown, Steve",6,Clark
2663 - LAS,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2663 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
2663 - LAS,United States Senator (Democratic),None Of These Candidates,1,Clark
2663 - LAS,United States Senator (Democratic),"Price, Nancy",3,Clark
2666 - NLV,United States Senator (Democratic),"Berkley, Shelley",85,Clark
2666 - NLV,United States Senator (Democratic),"Brown, Steve",5,Clark
2666 - NLV,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2666 - NLV,United States Senator (Democratic),"Macias, Louis",0,Clark
2666 - NLV,United States Senator (Democratic),None Of These Candidates,3,Clark
2666 - NLV,United States Senator (Democratic),"Price, Nancy",0,Clark
2671 - LAS,United States Senator (Democratic),"Berkley, Shelley",56,Clark
2671 - LAS,United States Senator (Democratic),"Brown, Steve",3,Clark
2671 - LAS,United States Senator (Democratic),"Ellsworth, Barry",3,Clark
2671 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
2671 - LAS,United States Senator (Democratic),None Of These Candidates,2,Clark
2671 - LAS,United States Senator (Democratic),"Price, Nancy",5,Clark
2672 - LAS,United States Senator (Democratic),"Berkley, Shelley",35,Clark
2672 - LAS,United States Senator (Democratic),"Brown, Steve",4,Clark
2672 - LAS,United States Senator (Democratic),"Ellsworth, Barry",4,Clark
2672 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
2672 - LAS,United States Senator (Democratic),None Of These Candidates,2,Clark
2672 - LAS,United States Senator (Democratic),"Price, Nancy",1,Clark
2674 - LAS,United States Senator (Democratic),"Berkley, Shelley",63,Clark
2674 - LAS,United States Senator (Democratic),"Brown, Steve",1,Clark
2674 - LAS,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
2674 - LAS,United States Senator (Democratic),"Macias, Louis",2,Clark
2674 - LAS,United States Senator (Democratic),None Of These Candidates,0,Clark
2674 - LAS,United States Senator (Democratic),"Price, Nancy",2,Clark
2682 - LAS,United States Senator (Democratic),"Berkley, Shelley",40,Clark
2682 - LAS,United States Senator (Democratic),"Brown, Steve",2,Clark
2682 - LAS,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
2682 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
2682 - LAS,United States Senator (Democratic),None Of These Candidates,1,Clark
2682 - LAS,United States Senator (Democratic),"Price, Nancy",4,Clark
2683 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2683 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
2683 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2683 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
2683 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2683 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2685 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2685 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
2685 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2685 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
2685 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2685 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2691 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2691 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
2691 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2691 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
2691 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2691 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2692 - LAS,United States Senator (Democratic),"Berkley, Shelley",38,Clark
2692 - LAS,United States Senator (Democratic),"Brown, Steve",4,Clark
2692 - LAS,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2692 - LAS,United States Senator (Democratic),"Macias, Louis",1,Clark
2692 - LAS,United States Senator (Democratic),None Of These Candidates,1,Clark
2692 - LAS,United States Senator (Democratic),"Price, Nancy",0,Clark
2693 - County,United States Senator (Democratic),"Berkley, Shelley",12,Clark
2693 - County,United States Senator (Democratic),"Brown, Steve",1,Clark
2693 - County,United States Senator (Democratic),"Ellsworth, Barry",1,Clark
2693 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
2693 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2693 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2694 - County,United States Senator (Democratic),"Berkley, Shelley",0,Clark
2694 - County,United States Senator (Democratic),"Brown, Steve",0,Clark
2694 - County,United States Senator (Democratic),"Ellsworth, Barry",0,Clark
2694 - County,United States Senator (Democratic),"Macias, Louis",0,Clark
2694 - County,United States Senator (Democratic),None Of These Candidates,0,Clark
2694 - County,United States Senator (Democratic),"Price, Nancy",0,Clark
2695 - LAS,United States Senator (Democratic),"Berkley, Shelley",62,Clark
2695 - LAS,United States Senator (Democratic),"Brown, Steve",5,Clark
2695 - LAS,United States Senator (Democratic),"Ellsworth, Barry",2,Clark
2695 - LAS,United States Senator (Democratic),"Macias, Louis",0,Clark
2695 - LAS,United States Senator (Democratic),None Of These Candidates,1,Clark
2695 - LAS,United States Senator (Democratic),"Price, Nancy",2,Clark
2700 - LAS,United States Senator (Democratic),"Berkley, Shelley",50,Clark
2700 - LAS,United States Senator (Democratic),"Brown, Steve",3,Clark
