precinct,office,candidate,votes,jurisdiction
Precinct 5,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,Elko
Precinct 5,United States Senator (Republican),"Heller, Dean",90,Elko
Precinct 5,United States Senator (Republican),None Of These Candidates,2,Elko
Precinct 5,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Elko
Precinct 6,United States Senator (Republican),"Brooks, Sherry",3,Elko
Precinct 6,United States Senator (Republican),"Charles, Richard",1,Elko
Precinct 6,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2,Elko
Precinct 6,United States Senator (Republican),"Heller, Dean",67,Elko
Precinct 6,United States Senator (Republican),None Of These Candidates,6,Elko
Precinct 6,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 7,United States Senator (Republican),"Brooks, Sherry",2,Elko
Precinct 7,United States Senator (Republican),"Charles, Richard",0,Elko
Precinct 7,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,Elko
Precinct 7,United States Senator (Republican),"Heller, Dean",66,Elko
Precinct 7,United States Senator (Republican),None Of These Candidates,1,Elko
Precinct 7,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 8,United States Senator (Republican),"Brooks, Sherry",2,Elko
Precinct 8,United States Senator (Republican),"Charles, Richard",1,Elko
Precinct 8,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Elko
Precinct 8,United States Senator (Republican),"Heller, Dean",80,Elko
Precinct 8,United States Senator (Republican),None Of These Candidates,1,Elko
Precinct 8,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 9,United States Senator (Republican),"Brooks, Sherry",3,Elko
Precinct 9,United States Senator (Republican),"Charles, Richard",0,Elko
Precinct 9,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Elko
Precinct 9,United States Senator (Republican),"Heller, Dean",60,Elko
Precinct 9,United States Senator (Republican),None Of These Candidates,0,Elko
Precinct 9,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 99,United States Senator (Republican),"Brooks, Sherry",0,Elko
Precinct 99,United States Senator (Republican),"Charles, Richard",0,Elko
Precinct 99,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Elko
Precinct 99,United States Senator (Republican),"Heller, Dean",0,Elko
Precinct 99,United States Senator (Republican),None Of These Candidates,0,Elko
Precinct 99,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Elko
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",4,
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",5,
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",2,
Precinct 10,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",3,
Precinct 10,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",23,
Precinct 10,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",8,
Precinct 11,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",3,
Precinct 11,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",5,
Precinct 11,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",4,
Precinct 12,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",16,
Precinct 12,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",12,
Precinct 12,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",10,
Precinct 14,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",6,
Precinct 14,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",6,
Precinct 14,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",5,
Precinct 15,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",2,
Precinct 15,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",9,
Precinct 15,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",6,
Precinct 16,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",6,
Precinct 16,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",12,
Precinct 16,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",4,
Precinct 19,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",3,
Precinct 19,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",4,
Precinct 19,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",4,
Precinct 2,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",4,
Precinct 2,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",9,
Precinct 2,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",5,
Precinct 20,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",14,
Precinct 20,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",22,
Precinct 20,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",13,
Precinct 22,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",10,
Precinct 22,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",15,
Precinct 22,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",5,
Precinct 23,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",5,
Precinct 23,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",18,
Precinct 23,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",11,
Precinct 24,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",8,
Precinct 24,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",12,
Precinct 24,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",3,
Precinct 25,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",13,
Precinct 25,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",10,
Precinct 25,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",8,
Precinct 26,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",8,
Precinct 26,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",8,
Precinct 26,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",3,
Precinct 29,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",10,
Precinct 29,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",9,
Precinct 29,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",8,
Precinct 3,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",10,
Precinct 3,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",12,
Precinct 3,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",12,
Precinct 32,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",2,
Precinct 32,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",8,
Precinct 32,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",3,
Precinct 36,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",1,
Precinct 36,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",7,
Precinct 36,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",3,
Precinct 38,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",7,
Precinct 38,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",13,
Precinct 38,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",10,
Precinct 39,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",3,
Precinct 39,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",6,
Precinct 39,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",3,
Precinct 4,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",7,
Precinct 4,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",15,
Precinct 4,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",7,
Precinct 40,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",5,
Precinct 40,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",10,
Precinct 40,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",13,
Precinct 41,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",6,
Precinct 41,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",14,
Precinct 41,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",11,
Precinct 5,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",9,
Precinct 5,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",16,
Precinct 5,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",10,
Precinct 7,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",3,
Precinct 7,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",6,
Precinct 7,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",2,
Precinct 8,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",9,
Precinct 8,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",11,
Precinct 8,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",9,
Precinct 9,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",6,
Precinct 9,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",9,
Precinct 9,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",9,
Precinct 99,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0,
Precinct 99,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0,
Precinct 99,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0,
