county,precinct,office,district,candidate,votes
Clark,380,President,,Hillary Clinton,488
Clark,380,President,,Roque De La Fuente,0
Clark,380,President,,Gary Johnson,40
Clark,380,President,,None Of These Candidates,32
Clark,380,President,,Donald Trump,540
Clark,380,State House,37,Sean Lyttle,509
Clark,380,State House,37,Jim Marchant,535
Clark,380,State Senate,6,Nicole Cannizzaro,466
Clark,380,State Senate,6,Victoria Seaman,581
Clark,380,U.S. House,4,Steve Brown,25
Clark,380,U.S. House,4,Cresent Hardy,539
Clark,380,U.S. House,4,Ruben Kihuen,474
Clark,380,U.S. House,4,Mike Little,23
Clark,380,U.S. Senate,,Catherine Cortez Masto,483
Clark,380,U.S. Senate,,Tony Gumina,6
Clark,380,U.S. Senate,,Joe Heck,531
Clark,380,U.S. Senate,,Tom Jones,17
Clark,380,U.S. Senate,,None Of These Candidates,44
Clark,380,U.S. Senate,,Thomas Sawyer,4
Clark,380,U.S. Senate,,Jarrod Williams,2
Clark,380,President,,Darrell Castle,1
Clark,380,President,,Hillary Clinton,366
Clark,380,President,,Roque De La Fuente,0
Clark,380,President,,Gary Johnson,17
Clark,380,President,,None Of These Candidates,20
Clark,380,President,,Donald Trump,412
Clark,380,State House,34,Shannon Bilbray-Axelrod,367
Clark,380,State House,34,Matt Williams,413
Clark,380,State Senate,6,Nicole Cannizzaro,353
Clark,380,State Senate,6,Victoria Seaman,431
Clark,380,U.S. House,4,Steve Brown,22
Clark,380,U.S. House,4,Cresent Hardy,422
Clark,380,U.S. House,4,Ruben Kihuen,330
Clark,380,U.S. House,4,Mike Little,13
Clark,380,U.S. Senate,,Catherine Cortez Masto,358
Clark,380,U.S. Senate,,Tony Gumina,4
Clark,380,U.S. Senate,,Joe Heck,409
Clark,380,U.S. Senate,,Tom Jones,4
Clark,380,U.S. Senate,,None Of These Candidates,25
Clark,380,U.S. Senate,,Thomas Sawyer,5
Clark,380,U.S. Senate,,Jarrod Williams,5
Clark,380,President,,Darrell Castle,5
Clark,380,President,,Hillary Clinton,429
Clark,380,President,,Roque De La Fuente,5
Clark,380,President,,Gary Johnson,35
Clark,380,President,,None Of These Candidates,12
Clark,380,President,,Donald Trump,351
Clark,380,State House,37,Sean Lyttle,424
Clark,380,State House,37,Jim Marchant,360
Clark,380,State Senate,6,Nicole Cannizzaro,432
Clark,380,State Senate,6,Victoria Seaman,362
Clark,380,U.S. House,4,Steve Brown,24
Clark,380,U.S. House,4,Cresent Hardy,351
Clark,380,U.S. House,4,Ruben Kihuen,391
Clark,380,U.S. House,4,Mike Little,28
Clark,380,U.S. Senate,,Catherine Cortez Masto,414
Clark,380,U.S. Senate,,Tony Gumina,12
Clark,380,U.S. Senate,,Joe Heck,354
Clark,380,U.S. Senate,,Tom Jones,8
Clark,380,U.S. Senate,,None Of These Candidates,22
Clark,380,U.S. Senate,,Thomas Sawyer,7
Clark,380,U.S. Senate,,Jarrod Williams,4
Clark,381,President,,Darrell Castle,3
Clark,381,President,,Hillary Clinton,643
Clark,381,President,,Roque De La Fuente,2
Clark,381,President,,Gary Johnson,22
Clark,381,President,,None Of These Candidates,23
Clark,381,President,,Donald Trump,192
Clark,381,State House,34,Shannon Bilbray-Axelrod,633
Clark,381,State House,34,Matt Williams,194
Clark,381,State Senate,6,Nicole Cannizzaro,617
Clark,381,State Senate,6,Victoria Seaman,217
Clark,381,U.S. House,1,Kamau Bakari,18
Clark,381,U.S. House,1,Reuben D'Silva,69
Clark,381,U.S. House,1,Mary Perry,163
Clark,381,U.S. House,1,Dina Titus,599
Clark,381,U.S. Senate,,Catherine Cortez Masto,610
Clark,381,U.S. Senate,,Tony Gumina,7
Clark,381,U.S. Senate,,Joe Heck,169
Clark,381,U.S. Senate,,Tom Jones,7
Clark,381,U.S. Senate,,None Of These Candidates,55
Clark,381,U.S. Senate,,Thomas Sawyer,16
Clark,381,U.S. Senate,,Jarrod Williams,7
Clark,381,President,,Darrell Castle,1
Clark,381,President,,Hillary Clinton,107
Clark,381,President,,Roque De La Fuente,0
Clark,381,President,,Gary Johnson,5
Clark,381,President,,None Of These Candidates,3
Clark,381,President,,Donald Trump,59
Clark,381,State House,34,Shannon Bilbray-Axelrod,108
Clark,381,State House,34,Matt Williams,57
Clark,381,State Senate,6,Nicole Cannizzaro,106
Clark,381,State Senate,6,Victoria Seaman,59
Clark,381,U.S. House,1,Kamau Bakari,5
Clark,381,U.S. House,1,Reuben D'Silva,7
Clark,381,U.S. House,1,Mary Perry,48
Clark,381,U.S. House,1,Dina Titus,105
Clark,381,U.S. Senate,,Catherine Cortez Masto,104
Clark,381,U.S. Senate,,Tony Gumina,1
Clark,381,U.S. Senate,,Joe Heck,48
Clark,381,U.S. Senate,,Tom Jones,3
Clark,381,U.S. Senate,,None Of These Candidates,5
Clark,381,U.S. Senate,,Thomas Sawyer,6
Clark,381,U.S. Senate,,Jarrod Williams,1
Clark,381,President,,Darrell Castle,4
Clark,381,President,,Hillary Clinton,609
Clark,381,President,,Roque De La Fuente,4
Clark,381,President,,Gary Johnson,22
Clark,381,President,,None Of These Candidates,21
Clark,381,President,,Donald Trump,215
Clark,381,State House,34,Shannon Bilbray-Axelrod,602
Clark,381,State House,34,Matt Williams,224
Clark,381,State Senate,6,Nicole Cannizzaro,582
Clark,381,State Senate,6,Victoria Seaman,247
Clark,381,U.S. House,4,Steve Brown,46
Clark,381,U.S. House,4,Cresent Hardy,208
Clark,381,U.S. House,4,Ruben Kihuen,551
Clark,381,U.S. House,4,Mike Little,29
Clark,381,U.S. Senate,,Catherine Cortez Masto,551
Clark,381,U.S. Senate,,Tony Gumina,9
Clark,381,U.S. Senate,,Joe Heck,205
Clark,381,U.S. Senate,,Tom Jones,17
Clark,381,U.S. Senate,,None Of These Candidates,56
Clark,381,U.S. Senate,,Thomas Sawyer,12
Clark,381,U.S. Senate,,Jarrod Williams,8
Clark,381,President,,Darrell Castle,2
Clark,381,President,,Hillary Clinton,364
Clark,381,President,,Roque De La Fuente,2
Clark,381,President,,Gary Johnson,11
Clark,381,President,,None Of These Candidates,11
Clark,381,President,,Donald Trump,216
Clark,381,State House,3,Araujo Nelson,440
Clark,381,State Senate,3,Jonathan Friedrich,53
Clark,381,State Senate,3,Dennis Palmerston,187
Clark,381,State Senate,3,Segerblom,329
Clark,381,U.S. House,1,Kamau Bakari,13
Clark,381,U.S. House,1,Reuben D'Silva,34
Clark,381,U.S. House,1,Mary Perry,180
Clark,381,U.S. House,1,Dina Titus,356
Clark,381,U.S. Senate,,Catherine Cortez Masto,333
Clark,381,U.S. Senate,,Tony Gumina,8
Clark,381,U.S. Senate,,Joe Heck,187
Clark,381,U.S. Senate,,Tom Jones,14
Clark,381,U.S. Senate,,None Of These Candidates,31
Clark,381,U.S. Senate,,Thomas Sawyer,9
Clark,381,U.S. Senate,,Jarrod Williams,4
Clark,381,President,,Darrell Castle,7
Clark,381,President,,Hillary Clinton,390
Clark,381,President,,Roque De La Fuente,2
Clark,381,President,,Gary Johnson,20
Clark,381,President,,None Of These Candidates,19
Clark,381,President,,Donald Trump,187
Clark,381,State House,3,Araujo Nelson,485
Clark,381,State Senate,3,Jonathan Friedrich,48
Clark,381,State Senate,3,Dennis Palmerston,159
Clark,381,State Senate,3,Segerblom,366
Clark,381,U.S. House,1,Kamau Bakari,17
Clark,381,U.S. House,1,Reuben D'Silva,32
Clark,381,U.S. House,1,Mary Perry,150
Clark,381,U.S. House,1,Dina Titus,391
Clark,381,U.S. Senate,,Catherine Cortez Masto,373
Clark,381,U.S. Senate,,Tony Gumina,10
Clark,381,U.S. Senate,,Joe Heck,171
Clark,381,U.S. Senate,,Tom Jones,8
Clark,381,U.S. Senate,,None Of These Candidates,31
Clark,381,U.S. Senate,,Thomas Sawyer,9
Clark,381,U.S. Senate,,Jarrod Williams,6
Clark,382,President,,Darrell Castle,0
Clark,382,President,,Hillary Clinton,0
Clark,382,President,,Roque De La Fuente,0
Clark,382,President,,Gary Johnson,0
Clark,382,President,,None Of These Candidates,0
Clark,382,President,,Donald Trump,0
Clark,382,State House,3,Araujo Nelson,0
Clark,382,State Senate,3,Jonathan Friedrich,0
Clark,382,State Senate,3,Dennis Palmerston,0
Clark,382,State Senate,3,Segerblom,0
Clark,382,U.S. House,1,Kamau Bakari,0
Clark,382,U.S. House,1,Reuben D'Silva,0
Clark,382,U.S. House,1,Mary Perry,0
Clark,382,U.S. House,1,Dina Titus,0
Clark,382,U.S. Senate,,Catherine Cortez Masto,0
Clark,382,U.S. Senate,,Tony Gumina,0
Clark,382,U.S. Senate,,Joe Heck,0
Clark,382,U.S. Senate,,Tom Jones,0
Clark,382,U.S. Senate,,None Of These Candidates,0
Clark,382,U.S. Senate,,Thomas Sawyer,0
Clark,382,U.S. Senate,,Jarrod Williams,0
Clark,382,President,,Darrell Castle,0
Clark,382,President,,Hillary Clinton,14
Clark,382,President,,Roque De La Fuente,0
Clark,382,President,,Gary Johnson,1
Clark,382,President,,None Of These Candidates,1
Clark,382,President,,Donald Trump,24
Clark,382,State House,3,Araujo Nelson,25
Clark,382,State Senate,3,Jonathan Friedrich,1
Clark,382,State Senate,3,Dennis Palmerston,25
Clark,382,State Senate,3,Segerblom,13
Clark,382,U.S. House,1,Kamau Bakari,1
Clark,382,U.S. House,1,Reuben D'Silva,0
Clark,382,U.S. House,1,Mary Perry,26
Clark,382,U.S. House,1,Dina Titus,12
Clark,382,U.S. Senate,,Catherine Cortez Masto,12
Clark,382,U.S. Senate,,Tony Gumina,0
Clark,382,U.S. Senate,,Joe Heck,25
Clark,382,U.S. Senate,,Tom Jones,1
Clark,382,U.S. Senate,,None Of These Candidates,1
Clark,382,U.S. Senate,,Thomas Sawyer,1
Clark,382,U.S. Senate,,Jarrod Williams,0
Clark,382,President,,Darrell Castle,0
Clark,382,President,,Hillary Clinton,12
Clark,382,President,,Roque De La Fuente,0
Clark,382,President,,Gary Johnson,0
Clark,382,President,,None Of These Candidates,0
Clark,382,President,,Donald Trump,0
Clark,382,State House,3,Araujo Nelson,11
Clark,382,State Senate,3,Jonathan Friedrich,1
Clark,382,State Senate,3,Dennis Palmerston,3
Clark,382,State Senate,3,Segerblom,7
Clark,382,U.S. House,1,Kamau Bakari,0
Clark,382,U.S. House,1,Reuben D'Silva,0
Clark,382,U.S. House,1,Mary Perry,0
Clark,382,U.S. House,1,Dina Titus,11
Clark,382,U.S. Senate,,Catherine Cortez Masto,12
Clark,382,U.S. Senate,,Tony Gumina,0
Clark,382,U.S. Senate,,Joe Heck,0
Clark,382,U.S. Senate,,Tom Jones,0
Clark,382,U.S. Senate,,None Of These Candidates,0
Clark,382,U.S. Senate,,Thomas Sawyer,0
Clark,382,U.S. Senate,,Jarrod Williams,0
Clark,382,President,,Darrell Castle,1
Clark,382,President,,Hillary Clinton,160
Clark,382,President,,Roque De La Fuente,1
Clark,382,President,,Gary Johnson,10
Clark,382,President,,None Of These Candidates,2
Clark,382,President,,Donald Trump,90
Clark,382,State House,3,Araujo Nelson,200
Clark,382,State Senate,3,Jonathan Friedrich,17
Clark,382,State Senate,3,Dennis Palmerston,84
Clark,382,State Senate,3,Segerblom,149
Clark,382,U.S. House,1,Kamau Bakari,4
Clark,382,U.S. House,1,Reuben D'Silva,27
Clark,382,U.S. House,1,Mary Perry,72
Clark,382,U.S. House,1,Dina Titus,150
Clark,382,U.S. Senate,,Catherine Cortez Masto,154
Clark,382,U.S. Senate,,Tony Gumina,2
Clark,382,U.S. Senate,,Joe Heck,74
Clark,382,U.S. Senate,,Tom Jones,6
Clark,382,U.S. Senate,,None Of These Candidates,16
Clark,382,U.S. Senate,,Thomas Sawyer,7
Clark,382,U.S. Senate,,Jarrod Williams,2
Clark,382,President,,Darrell Castle,0
Clark,382,President,,Hillary Clinton,0
Clark,382,President,,Roque De La Fuente,0
Clark,382,President,,Gary Johnson,0
Clark,382,President,,None Of These Candidates,0
Clark,382,President,,Donald Trump,0
Clark,382,State House,3,Araujo Nelson,0
Clark,382,State Senate,3,Jonathan Friedrich,0
Clark,382,State Senate,3,Dennis Palmerston,0
Clark,382,State Senate,3,Segerblom,0
Clark,382,U.S. House,1,Kamau Bakari,0
Clark,382,U.S. House,1,Reuben D'Silva,0
Clark,382,U.S. House,1,Mary Perry,0
Clark,382,U.S. House,1,Dina Titus,0
Clark,382,U.S. Senate,,Catherine Cortez Masto,0
Clark,382,U.S. Senate,,Tony Gumina,0
Clark,382,U.S. Senate,,Joe Heck,0
Clark,382,U.S. Senate,,Tom Jones,0
Clark,382,U.S. Senate,,None Of These Candidates,0
Clark,382,U.S. Senate,,Thomas Sawyer,0
Clark,382,U.S. Senate,,Jarrod Williams,0
Clark,382,President,,Darrell Castle,3
Clark,382,President,,Hillary Clinton,158
Clark,382,President,,Roque De La Fuente,0
Clark,382,President,,Gary Johnson,10
Clark,382,President,,None Of These Candidates,5
Clark,382,President,,Donald Trump,164
Clark,382,State House,5,Artemus Ham,169
Clark,382,State House,5,Brittney Miller,150
Clark,382,U.S. House,1,Kamau Bakari,6
Clark,382,U.S. House,1,Reuben D'Silva,25
Clark,382,U.S. House,1,Mary Perry,149
Clark,382,U.S. House,1,Dina Titus,147
Clark,382,U.S. Senate,,Catherine Cortez Masto,154
Clark,382,U.S. Senate,,Tony Gumina,3
Clark,382,U.S. Senate,,Joe Heck,156
Clark,382,U.S. Senate,,Tom Jones,5
Clark,382,U.S. Senate,,None Of These Candidates,13
Clark,382,U.S. Senate,,Thomas Sawyer,5
Clark,382,U.S. Senate,,Jarrod Williams,0
Clark,383,President,,Darrell Castle,3
Clark,383,President,,Hillary Clinton,35
Clark,383,President,,Roque De La Fuente,0
Clark,383,President,,Gary Johnson,5
Clark,383,President,,None Of These Candidates,1
Clark,383,President,,Donald Trump,37
Clark,383,State House,3,Araujo Nelson,55
Clark,383,State Senate,3,Jonathan Friedrich,7
Clark,383,State Senate,3,Dennis Palmerston,30
Clark,383,State Senate,3,Segerblom,38
Clark,383,U.S. House,1,Kamau Bakari,0
Clark,383,U.S. House,1,Reuben D'Silva,11
Clark,383,U.S. House,1,Mary Perry,27
Clark,383,U.S. House,1,Dina Titus,40
Clark,383,U.S. Senate,,Catherine Cortez Masto,40
Clark,383,U.S. Senate,,Tony Gumina,0
Clark,383,U.S. Senate,,Joe Heck,38
Clark,383,U.S. Senate,,Tom Jones,0
Clark,383,U.S. Senate,,None Of These Candidates,2
Clark,383,U.S. Senate,,Thomas Sawyer,1
Clark,383,U.S. Senate,,Jarrod Williams,0
Clark,383,President,,Darrell Castle,0
Clark,383,President,,Hillary Clinton,0
Clark,383,President,,Roque De La Fuente,0
Clark,383,President,,Gary Johnson,0
Clark,383,President,,None Of These Candidates,0
Clark,383,President,,Donald Trump,0
Clark,383,State House,3,Araujo Nelson,0
Clark,383,State Senate,3,Jonathan Friedrich,0
Clark,383,State Senate,3,Dennis Palmerston,0
Clark,383,State Senate,3,Segerblom,0
Clark,383,U.S. House,4,Steve Brown,0
Clark,383,U.S. House,4,Cresent Hardy,0
Clark,383,U.S. House,4,Ruben Kihuen,0
Clark,383,U.S. House,4,Mike Little,0
Clark,383,U.S. Senate,,Catherine Cortez Masto,0
Clark,383,U.S. Senate,,Tony Gumina,0
Clark,383,U.S. Senate,,Joe Heck,0
Clark,383,U.S. Senate,,Tom Jones,0
Clark,383,U.S. Senate,,None Of These Candidates,0
Clark,383,U.S. Senate,,Thomas Sawyer,0
Clark,383,U.S. Senate,,Jarrod Williams,0
Clark,383,President,,Darrell Castle,0
Clark,383,President,,Hillary Clinton,166
Clark,383,President,,Roque De La Fuente,0
Clark,383,President,,Gary Johnson,12
Clark,383,President,,None Of These Candidates,5
Clark,383,President,,Donald Trump,198
Clark,383,State House,3,Araujo Nelson,246
Clark,383,State Senate,3,Jonathan Friedrich,38
Clark,383,State Senate,3,Dennis Palmerston,168
Clark,383,State Senate,3,Segerblom,156
Clark,383,U.S. House,4,Steve Brown,15
Clark,383,U.S. House,4,Cresent Hardy,187
Clark,383,U.S. House,4,Ruben Kihuen,153
Clark,383,U.S. House,4,Mike Little,12
Clark,383,U.S. Senate,,Catherine Cortez Masto,152
Clark,383,U.S. Senate,,Tony Gumina,2
Clark,383,U.S. Senate,,Joe Heck,187
Clark,383,U.S. Senate,,Tom Jones,10
Clark,383,U.S. Senate,,None Of These Candidates,14
Clark,383,U.S. Senate,,Thomas Sawyer,7
Clark,383,U.S. Senate,,Jarrod Williams,0
Clark,383,President,,Darrell Castle,4
Clark,383,President,,Hillary Clinton,475
Clark,383,President,,Roque De La Fuente,0
Clark,383,President,,Gary Johnson,14
Clark,383,President,,None Of These Candidates,19
Clark,383,President,,Donald Trump,235
Clark,383,State House,3,Araujo Nelson,565
Clark,383,State Senate,3,Jonathan Friedrich,58
Clark,383,State Senate,3,Dennis Palmerston,212
Clark,383,State Senate,3,Segerblom,418
Clark,383,U.S. House,4,Steve Brown,31
Clark,383,U.S. House,4,Cresent Hardy,209
Clark,383,U.S. House,4,Ruben Kihuen,447
Clark,383,U.S. House,4,Mike Little,29
Clark,383,U.S. Senate,,Catherine Cortez Masto,459
Clark,383,U.S. Senate,,Tony Gumina,11
Clark,383,U.S. Senate,,Joe Heck,197
Clark,383,U.S. Senate,,Tom Jones,13
Clark,383,U.S. Senate,,None Of These Candidates,37
Clark,383,U.S. Senate,,Thomas Sawyer,8
Clark,383,U.S. Senate,,Jarrod Williams,10
Clark,384,President,,Darrell Castle,4
Clark,384,President,,Hillary Clinton,826
Clark,384,President,,Roque De La Fuente,4
Clark,384,President,,Gary Johnson,25
Clark,384,President,,None Of These Candidates,29
Clark,384,President,,Donald Trump,235
Clark,384,State House,3,Araujo Nelson,915
Clark,384,State Senate,3,Jonathan Friedrich,76
Clark,384,State Senate,3,Dennis Palmerston,235
Clark,384,State Senate,3,Segerblom,733
Clark,384,U.S. House,4,Steve Brown,57
Clark,384,U.S. House,4,Cresent Hardy,224
Clark,384,U.S. House,4,Ruben Kihuen,766
Clark,384,U.S. House,4,Mike Little,26
Clark,384,U.S. Senate,,Catherine Cortez Masto,752
Clark,384,U.S. Senate,,Tony Gumina,15
Clark,384,U.S. Senate,,Joe Heck,213
Clark,384,U.S. Senate,,Tom Jones,19
Clark,384,U.S. Senate,,None Of These Candidates,75
Clark,384,U.S. Senate,,Thomas Sawyer,15
Clark,384,U.S. Senate,,Jarrod Williams,16
Clark,384,President,,Darrell Castle,6
Clark,384,President,,Hillary Clinton,505
Clark,384,President,,Roque De La Fuente,1
Clark,384,President,,Gary Johnson,23
Clark,384,President,,None Of These Candidates,19
Clark,384,President,,Donald Trump,231
Clark,384,State House,34,Shannon Bilbray-Axelrod,525
Clark,384,State House,34,Matt Williams,195
Clark,384,State Senate,6,Nicole Cannizzaro,518
Clark,384,State Senate,6,Victoria Seaman,224
Clark,384,U.S. House,4,Steve Brown,45
Clark,384,U.S. House,4,Cresent Hardy,186
Clark,384,U.S. House,4,Ruben Kihuen,488
Clark,384,U.S. House,4,Mike Little,21
Clark,384,U.S. Senate,,Catherine Cortez Masto,503
Clark,384,U.S. Senate,,Tony Gumina,6
Clark,384,U.S. Senate,,Joe Heck,183
Clark,384,U.S. Senate,,Tom Jones,17
Clark,384,U.S. Senate,,None Of These Candidates,45
Clark,384,U.S. Senate,,Thomas Sawyer,11
Clark,384,U.S. Senate,,Jarrod Williams,8
Clark,384,President,,Darrell Castle,2
Clark,384,President,,Hillary Clinton,703
Clark,384,President,,Roque De La Fuente,6
Clark,384,President,,Gary Johnson,42
Clark,384,President,,None Of These Candidates,25
Clark,384,President,,Donald Trump,288
Clark,384,State House,3,Araujo Nelson,823
Clark,384,State Senate,3,Jonathan Friedrich,88
Clark,384,State Senate,3,Dennis Palmerston,267
Clark,384,State Senate,3,Segerblom,629
Clark,384,U.S. House,4,Steve Brown,59
Clark,384,U.S. House,4,Cresent Hardy,268
Clark,384,U.S. House,4,Ruben Kihuen,644
Clark,384,U.S. House,4,Mike Little,43
Clark,384,U.S. Senate,,Catherine Cortez Masto,648
Clark,384,U.S. Senate,,Tony Gumina,11
Clark,384,U.S. Senate,,Joe Heck,272
Clark,384,U.S. Senate,,Tom Jones,25
Clark,384,U.S. Senate,,None Of These Candidates,59
Clark,384,U.S. Senate,,Thomas Sawyer,16
Clark,384,U.S. Senate,,Jarrod Williams,10
Clark,384,President,,Darrell Castle,1
Clark,384,President,,Hillary Clinton,386
Clark,384,President,,Roque De La Fuente,1
Clark,384,President,,Gary Johnson,26
Clark,384,President,,None Of These Candidates,18
Clark,384,President,,Donald Trump,217
Clark,384,State House,3,Araujo Nelson,500
Clark,384,State Senate,3,Jonathan Friedrich,50
Clark,384,State Senate,3,Dennis Palmerston,183
Clark,384,State Senate,3,Segerblom,372
Clark,384,U.S. House,4,Steve Brown,32
Clark,384,U.S. House,4,Cresent Hardy,184
Clark,384,U.S. House,4,Ruben Kihuen,374
Clark,384,U.S. House,4,Mike Little,24
Clark,384,U.S. Senate,,Catherine Cortez Masto,370
Clark,384,U.S. Senate,,Tony Gumina,10
Clark,384,U.S. Senate,,Joe Heck,189
Clark,384,U.S. Senate,,Tom Jones,17
Clark,384,U.S. Senate,,None Of These Candidates,30
Clark,384,U.S. Senate,,Thomas Sawyer,11
Clark,384,U.S. Senate,,Jarrod Williams,4
Clark,384,President,,Darrell Castle,1
Clark,384,President,,Hillary Clinton,50
Clark,384,President,,Roque De La Fuente,0
Clark,384,President,,Gary Johnson,6
Clark,384,President,,None Of These Candidates,1
Clark,384,President,,Donald Trump,78
Clark,384,State House,3,Araujo Nelson,92
Clark,384,State Senate,3,Jonathan Friedrich,16
Clark,384,State Senate,3,Dennis Palmerston,62
Clark,384,State Senate,3,Segerblom,56
Clark,384,U.S. House,4,Steve Brown,9
Clark,384,U.S. House,4,Cresent Hardy,77
Clark,384,U.S. House,4,Ruben Kihuen,44
Clark,384,U.S. House,4,Mike Little,5
Clark,384,U.S. Senate,,Catherine Cortez Masto,49
Clark,384,U.S. Senate,,Tony Gumina,0
Clark,384,U.S. Senate,,Joe Heck,70
Clark,384,U.S. Senate,,Tom Jones,6
Clark,384,U.S. Senate,,None Of These Candidates,4
Clark,384,U.S. Senate,,Thomas Sawyer,4
Clark,384,U.S. Senate,,Jarrod Williams,3
Clark,385,President,,Darrell Castle,0
Clark,385,President,,Hillary Clinton,0
Clark,385,President,,Roque De La Fuente,0
Clark,385,President,,Gary Johnson,0
Clark,385,President,,None Of These Candidates,0
Clark,385,President,,Donald Trump,0
Clark,385,State House,3,Araujo Nelson,0
Clark,385,State Senate,3,Jonathan Friedrich,0
Clark,385,State Senate,3,Dennis Palmerston,0
Clark,385,State Senate,3,Segerblom,0
Clark,385,U.S. House,4,Steve Brown,0
Clark,385,U.S. House,4,Cresent Hardy,0
Clark,385,U.S. House,4,Ruben Kihuen,0
Clark,385,U.S. House,4,Mike Little,0
Clark,385,U.S. Senate,,Catherine Cortez Masto,0
Clark,385,U.S. Senate,,Tony Gumina,0
Clark,385,U.S. Senate,,Joe Heck,0
Clark,385,U.S. Senate,,Tom Jones,0
Clark,385,U.S. Senate,,None Of These Candidates,0
Clark,385,U.S. Senate,,Thomas Sawyer,0
Clark,385,U.S. Senate,,Jarrod Williams,0
Clark,385,President,,Darrell Castle,0
Clark,385,President,,Hillary Clinton,71
Clark,385,President,,Roque De La Fuente,0
Clark,385,President,,Gary Johnson,7
Clark,385,President,,None Of These Candidates,7
Clark,385,President,,Donald Trump,100
Clark,385,State House,3,Araujo Nelson,115
Clark,385,State Senate,3,Jonathan Friedrich,16
Clark,385,State Senate,3,Dennis Palmerston,81
Clark,385,State Senate,3,Segerblom,75
Clark,385,U.S. House,4,Steve Brown,9
Clark,385,U.S. House,4,Cresent Hardy,94
Clark,385,U.S. House,4,Ruben Kihuen,69
Clark,385,U.S. House,4,Mike Little,6
Clark,385,U.S. Senate,,Catherine Cortez Masto,75
Clark,385,U.S. Senate,,Tony Gumina,1
Clark,385,U.S. Senate,,Joe Heck,86
Clark,385,U.S. Senate,,Tom Jones,3
Clark,385,U.S. Senate,,None Of These Candidates,14
Clark,385,U.S. Senate,,Thomas Sawyer,6
Clark,385,U.S. Senate,,Jarrod Williams,0
Clark,385,President,,Darrell Castle,0
Clark,385,President,,Hillary Clinton,21
Clark,385,President,,Roque De La Fuente,0
Clark,385,President,,Gary Johnson,1
Clark,385,President,,None Of These Candidates,2
Clark,385,President,,Donald Trump,22
Clark,385,State House,3,Araujo Nelson,28
Clark,385,State Senate,3,Jonathan Friedrich,4
Clark,385,State Senate,3,Dennis Palmerston,21
Clark,385,State Senate,3,Segerblom,21
Clark,385,U.S. House,4,Steve Brown,4
Clark,385,U.S. House,4,Cresent Hardy,18
Clark,385,U.S. House,4,Ruben Kihuen,23
Clark,385,U.S. House,4,Mike Little,1
Clark,385,U.S. Senate,,Catherine Cortez Masto,21
Clark,385,U.S. Senate,,Tony Gumina,1
Clark,385,U.S. Senate,,Joe Heck,22
Clark,385,U.S. Senate,,Tom Jones,0
Clark,385,U.S. Senate,,None Of These Candidates,0
Clark,385,U.S. Senate,,Thomas Sawyer,1
Clark,385,U.S. Senate,,Jarrod Williams,0
Clark,385,President,,Darrell Castle,5
Clark,385,President,,Hillary Clinton,437
Clark,385,President,,Roque De La Fuente,2
Clark,385,President,,Gary Johnson,23
Clark,385,President,,None Of These Candidates,14
Clark,385,President,,Donald Trump,255
Clark,385,State House,3,Araujo Nelson,553
Clark,385,State Senate,3,Jonathan Friedrich,52
Clark,385,State Senate,3,Dennis Palmerston,213
Clark,385,State Senate,3,Segerblom,414
Clark,385,U.S. House,4,Steve Brown,29
Clark,385,U.S. House,4,Cresent Hardy,240
Clark,385,U.S. House,4,Ruben Kihuen,406
Clark,385,U.S. House,4,Mike Little,17
Clark,385,U.S. Senate,,Catherine Cortez Masto,401
Clark,385,U.S. Senate,,Tony Gumina,8
Clark,385,U.S. Senate,,Joe Heck,240
Clark,385,U.S. Senate,,Tom Jones,13
Clark,385,U.S. Senate,,None Of These Candidates,39
Clark,385,U.S. Senate,,Thomas Sawyer,8
Clark,385,U.S. Senate,,Jarrod Williams,7
Clark,385,President,,Darrell Castle,2
Clark,385,President,,Hillary Clinton,779
Clark,385,President,,Roque De La Fuente,5
Clark,385,President,,Gary Johnson,23
Clark,385,President,,None Of These Candidates,29
Clark,385,President,,Donald Trump,248
Clark,385,State House,3,Araujo Nelson,877
Clark,385,State Senate,3,Jonathan Friedrich,67
Clark,385,State Senate,3,Dennis Palmerston,223
Clark,385,State Senate,3,Segerblom,724
Clark,385,U.S. House,4,Steve Brown,55
Clark,385,U.S. House,4,Cresent Hardy,228
Clark,385,U.S. House,4,Ruben Kihuen,737
Clark,385,U.S. House,4,Mike Little,26
Clark,385,U.S. Senate,,Catherine Cortez Masto,741
Clark,385,U.S. Senate,,Tony Gumina,17
Clark,385,U.S. Senate,,Joe Heck,223
Clark,385,U.S. Senate,,Tom Jones,13
Clark,385,U.S. Senate,,None Of These Candidates,55
Clark,385,U.S. Senate,,Thomas Sawyer,9
Clark,385,U.S. Senate,,Jarrod Williams,19
Clark,386,President,,Darrell Castle,1
Clark,386,President,,Hillary Clinton,386
Clark,386,President,,Roque De La Fuente,3
Clark,386,President,,Gary Johnson,23
Clark,386,President,,None Of These Candidates,17
Clark,386,President,,Donald Trump,282
Clark,386,State House,34,Shannon Bilbray-Axelrod,403
Clark,386,State House,34,Matt Williams,261
Clark,386,State Senate,6,Nicole Cannizzaro,376
Clark,386,State Senate,6,Victoria Seaman,291
Clark,386,U.S. House,1,Kamau Bakari,18
Clark,386,U.S. House,1,Reuben D'Silva,38
Clark,386,U.S. House,1,Mary Perry,235
Clark,386,U.S. House,1,Dina Titus,399
Clark,386,U.S. Senate,,Catherine Cortez Masto,396
