county,precinct,office,district,candidate,votes
Washoe,401,President,,None Of These Candidates,23
Washoe,401,President,,Donald Trump,245
Washoe,401,State House,32,Ira Hansen,466
Washoe,401,U.S. House,2,Mark Amodei,246
Washoe,401,U.S. House,2,H.D. Evans,303
Washoe,401,U.S. House,2,John Everhart,24
Washoe,401,U.S. House,2,Drew Knight,20
Washoe,401,U.S. Senate,,Catherine Cortez Masto,322
Washoe,401,U.S. Senate,,Tony Gumina,6
Washoe,401,U.S. Senate,,Joe Heck,235
Washoe,401,U.S. Senate,,Tom Jones,13
Washoe,401,U.S. Senate,,None Of These Candidates,34
Washoe,401,U.S. Senate,,Thomas Sawyer,8
Washoe,401,U.S. Senate,,Jarrod Williams,7
Washoe,402,President,,Darrell Castle,0
Washoe,402,President,,Hillary Clinton,140
Washoe,402,President,,Roque De La Fuente,1
Washoe,402,President,,Gary Johnson,19
Washoe,402,President,,None Of These Candidates,3
Washoe,402,President,,Donald Trump,64
Washoe,402,State House,27,Teresa Benitez-Thompson,139
Washoe,402,State House,27,Bonnie Weber,66
Washoe,402,State Senate,15,David Colborne,11
Washoe,402,State Senate,15,Heidi Gansert,74
Washoe,402,State Senate,15,Devon Reese,121
Washoe,402,U.S. House,2,Mark Amodei,71
Washoe,402,U.S. House,2,H.D. Evans,127
Washoe,402,U.S. House,2,John Everhart,5
Washoe,402,U.S. House,2,Drew Knight,8
Washoe,402,U.S. Senate,,Catherine Cortez Masto,133
Washoe,402,U.S. Senate,,Tony Gumina,1
Washoe,402,U.S. Senate,,Joe Heck,68
Washoe,402,U.S. Senate,,Tom Jones,0
Washoe,402,U.S. Senate,,None Of These Candidates,15
Washoe,402,U.S. Senate,,Thomas Sawyer,2
Washoe,402,U.S. Senate,,Jarrod Williams,4
Washoe,402,President,,Darrell Castle,0
Washoe,402,President,,Hillary Clinton,98
Washoe,402,President,,Roque De La Fuente,1
Washoe,402,President,,Gary Johnson,13
Washoe,402,President,,None Of These Candidates,5
Washoe,402,President,,Donald Trump,99
Washoe,402,State House,27,Teresa Benitez-Thompson,93
Washoe,402,State House,27,Bonnie Weber,113
Washoe,402,State Senate,15,David Colborne,12
Washoe,402,State Senate,15,Heidi Gansert,121
Washoe,402,State Senate,15,Devon Reese,73
Washoe,402,U.S. House,2,Mark Amodei,120
Washoe,402,U.S. House,2,H.D. Evans,80
Washoe,402,U.S. House,2,John Everhart,3
Washoe,402,U.S. House,2,Drew Knight,3
Washoe,402,U.S. Senate,,Catherine Cortez Masto,89
Washoe,402,U.S. Senate,,Tony Gumina,1
Washoe,402,U.S. Senate,,Joe Heck,107
Washoe,402,U.S. Senate,,Tom Jones,2
Washoe,402,U.S. Senate,,None Of These Candidates,12
Washoe,402,U.S. Senate,,Thomas Sawyer,2
Washoe,402,U.S. Senate,,Jarrod Williams,1
Washoe,402,President,,Darrell Castle,0
Washoe,402,President,,Hillary Clinton,39
Washoe,402,President,,Roque De La Fuente,0
Washoe,402,President,,Gary Johnson,1
Washoe,402,President,,None Of These Candidates,3
Washoe,402,President,,Donald Trump,32
Washoe,402,State House,30,Lauren Scott,33
Washoe,402,State House,30,Michael Sprinkle,38
Washoe,402,State Senate,13,Kent Bailey,31
Washoe,402,State Senate,13,Brandon Jacobs,4
Washoe,402,State Senate,13,Julia Ratti,37
Washoe,402,U.S. House,2,Mark Amodei,32
Washoe,402,U.S. House,2,H.D. Evans,33
Washoe,402,U.S. House,2,John Everhart,4
Washoe,402,U.S. House,2,Drew Knight,2
Washoe,402,U.S. Senate,,Catherine Cortez Masto,35
Washoe,402,U.S. Senate,,Tony Gumina,0
Washoe,402,U.S. Senate,,Joe Heck,34
Washoe,402,U.S. Senate,,Tom Jones,1
Washoe,402,U.S. Senate,,None Of These Candidates,1
Washoe,402,U.S. Senate,,Thomas Sawyer,2
Washoe,402,U.S. Senate,,Jarrod Williams,0
Washoe,402,President,,Darrell Castle,1
Washoe,402,President,,Hillary Clinton,219
Washoe,402,President,,Roque De La Fuente,2
Washoe,402,President,,Gary Johnson,24
Washoe,402,President,,None Of These Candidates,16
Washoe,402,President,,Donald Trump,207
Washoe,402,State House,27,Teresa Benitez-Thompson,209
Washoe,402,State House,27,Bonnie Weber,223
Washoe,402,State Senate,15,David Colborne,48
Washoe,402,State Senate,15,Heidi Gansert,209
Washoe,402,State Senate,15,Devon Reese,183
Washoe,402,U.S. House,2,Mark Amodei,221
Washoe,402,U.S. House,2,H.D. Evans,178
Washoe,402,U.S. House,2,John Everhart,23
Washoe,402,U.S. House,2,Drew Knight,12
Washoe,402,U.S. Senate,,Catherine Cortez Masto,227
Washoe,402,U.S. Senate,,Tony Gumina,4
Washoe,402,U.S. Senate,,Joe Heck,189
Washoe,402,U.S. Senate,,Tom Jones,9
Washoe,402,U.S. Senate,,None Of These Candidates,27
Washoe,402,U.S. Senate,,Thomas Sawyer,5
Washoe,402,U.S. Senate,,Jarrod Williams,4
Washoe,402,President,,Darrell Castle,3
Washoe,402,President,,Hillary Clinton,214
Washoe,402,President,,Roque De La Fuente,1
Washoe,402,President,,Gary Johnson,29
Washoe,402,President,,None Of These Candidates,12
Washoe,402,President,,Donald Trump,182
Washoe,402,State House,31,Richard Daly,245
Washoe,402,State House,31,Jill Dickman,178
Washoe,402,U.S. House,2,Mark Amodei,194
Washoe,402,U.S. House,2,H.D. Evans,202
Washoe,402,U.S. House,2,John Everhart,19
Washoe,402,U.S. House,2,Drew Knight,9
Washoe,402,U.S. Senate,,Catherine Cortez Masto,213
Washoe,402,U.S. Senate,,Tony Gumina,4
Washoe,402,U.S. Senate,,Joe Heck,185
Washoe,402,U.S. Senate,,Tom Jones,8
Washoe,402,U.S. Senate,,None Of These Candidates,13
Washoe,402,U.S. Senate,,Thomas Sawyer,6
Washoe,402,U.S. Senate,,Jarrod Williams,6
Washoe,402,President,,Darrell Castle,4
Washoe,402,President,,Hillary Clinton,263
Washoe,402,President,,Roque De La Fuente,1
Washoe,402,President,,Gary Johnson,20
Washoe,402,President,,None Of These Candidates,18
Washoe,402,President,,Donald Trump,263
Washoe,402,State House,25,Allen Smith,255
Washoe,402,State House,25,Jill Tolles,283
Washoe,402,State Senate,15,David Colborne,29
Washoe,402,State Senate,15,Heidi Gansert,283
Washoe,402,State Senate,15,Devon Reese,239
Washoe,402,U.S. House,2,Mark Amodei,282
Washoe,402,U.S. House,2,H.D. Evans,239
Washoe,402,U.S. House,2,John Everhart,22
Washoe,402,U.S. House,2,Drew Knight,9
Washoe,402,U.S. Senate,,Catherine Cortez Masto,253
Washoe,402,U.S. Senate,,Tony Gumina,4
Washoe,402,U.S. Senate,,Joe Heck,273
Washoe,402,U.S. Senate,,Tom Jones,12
Washoe,402,U.S. Senate,,None Of These Candidates,13
Washoe,402,U.S. Senate,,Thomas Sawyer,6
Washoe,402,U.S. Senate,,Jarrod Williams,3
Washoe,402,President,,Darrell Castle,0
Washoe,402,President,,Hillary Clinton,0
Washoe,402,President,,Roque De La Fuente,0
Washoe,402,President,,Gary Johnson,0
Washoe,402,President,,None Of These Candidates,0
Washoe,402,President,,Donald Trump,0
Washoe,402,State House,25,Allen Smith,0
Washoe,402,State House,25,Jill Tolles,0
Washoe,402,State Senate,15,David Colborne,0
Washoe,402,State Senate,15,Heidi Gansert,0
Washoe,402,State Senate,15,Devon Reese,0
Washoe,402,U.S. House,2,Mark Amodei,0
Washoe,402,U.S. House,2,H.D. Evans,0
Washoe,402,U.S. House,2,John Everhart,0
Washoe,402,U.S. House,2,Drew Knight,0
Washoe,402,U.S. Senate,,Catherine Cortez Masto,0
Washoe,402,U.S. Senate,,Tony Gumina,0
Washoe,402,U.S. Senate,,Joe Heck,0
Washoe,402,U.S. Senate,,Tom Jones,0
Washoe,402,U.S. Senate,,None Of These Candidates,0
Washoe,402,U.S. Senate,,Thomas Sawyer,0
Washoe,402,U.S. Senate,,Jarrod Williams,0
Washoe,402,President,,Darrell Castle,0
Washoe,402,President,,Hillary Clinton,0
Washoe,402,President,,Roque De La Fuente,0
Washoe,402,President,,Gary Johnson,0
Washoe,402,President,,None Of These Candidates,0
Washoe,402,President,,Donald Trump,0
Washoe,402,State House,32,Ira Hansen,0
Washoe,402,U.S. House,2,Mark Amodei,0
Washoe,402,U.S. House,2,H.D. Evans,0
Washoe,402,U.S. House,2,John Everhart,0
Washoe,402,U.S. House,2,Drew Knight,0
Washoe,402,U.S. Senate,,Catherine Cortez Masto,0
Washoe,402,U.S. Senate,,Tony Gumina,0
Washoe,402,U.S. Senate,,Joe Heck,0
Washoe,402,U.S. Senate,,Tom Jones,0
Washoe,402,U.S. Senate,,None Of These Candidates,0
Washoe,402,U.S. Senate,,Thomas Sawyer,0
Washoe,402,U.S. Senate,,Jarrod Williams,0
Washoe,403,President,,Darrell Castle,4
Washoe,403,President,,Hillary Clinton,458
Washoe,403,President,,Roque De La Fuente,4
Washoe,403,President,,Gary Johnson,52
Washoe,403,President,,None Of These Candidates,29
Washoe,403,President,,Donald Trump,657
Washoe,403,State House,27,Teresa Benitez-Thompson,497
Washoe,403,State House,27,Bonnie Weber,633
Washoe,403,State Senate,15,David Colborne,67
Washoe,403,State Senate,15,Heidi Gansert,659
Washoe,403,State Senate,15,Devon Reese,413
Washoe,403,U.S. House,2,Mark Amodei,675
Washoe,403,U.S. House,2,H.D. Evans,416
Washoe,403,U.S. House,2,John Everhart,30
Washoe,403,U.S. House,2,Drew Knight,30
Washoe,403,U.S. Senate,,Catherine Cortez Masto,473
Washoe,403,U.S. Senate,,Tony Gumina,10
Washoe,403,U.S. Senate,,Joe Heck,631
Washoe,403,U.S. Senate,,Tom Jones,18
Washoe,403,U.S. Senate,,None Of These Candidates,41
Washoe,403,U.S. Senate,,Thomas Sawyer,14
Washoe,403,U.S. Senate,,Jarrod Williams,12
Washoe,403,President,,Darrell Castle,1
Washoe,403,President,,Hillary Clinton,467
Washoe,403,President,,Roque De La Fuente,2
Washoe,403,President,,Gary Johnson,35
Washoe,403,President,,None Of These Candidates,36
Washoe,403,President,,Donald Trump,385
Washoe,403,State House,24,Amber Joiner,492
Washoe,403,State House,24,Jim Riger Sr.,354
Washoe,403,State Senate,13,Kent Bailey,368
Washoe,403,State Senate,13,Brandon Jacobs,41
Washoe,403,State Senate,13,Julia Ratti,459
Washoe,403,U.S. House,2,Mark Amodei,429
Washoe,403,U.S. House,2,H.D. Evans,426
Washoe,403,U.S. House,2,John Everhart,16
Washoe,403,U.S. House,2,Drew Knight,11
Washoe,403,U.S. Senate,,Catherine Cortez Masto,453
Washoe,403,U.S. Senate,,Tony Gumina,6
Washoe,403,U.S. Senate,,Joe Heck,415
Washoe,403,U.S. Senate,,Tom Jones,6
Washoe,403,U.S. Senate,,None Of These Candidates,23
Washoe,403,U.S. Senate,,Thomas Sawyer,11
Washoe,403,U.S. Senate,,Jarrod Williams,4
Washoe,403,President,,Darrell Castle,8
Washoe,403,President,,Hillary Clinton,666
Washoe,403,President,,Roque De La Fuente,3
Washoe,403,President,,Gary Johnson,57
Washoe,403,President,,None Of These Candidates,49
Washoe,403,President,,Donald Trump,653
Washoe,403,State House,31,Richard Daly,732
Washoe,403,State House,31,Jill Dickman,641
Washoe,403,U.S. House,2,Mark Amodei,688
Washoe,403,U.S. House,2,H.D. Evans,616
Washoe,403,U.S. House,2,John Everhart,39
Washoe,403,U.S. House,2,Drew Knight,28
Washoe,403,U.S. Senate,,Catherine Cortez Masto,660
Washoe,403,U.S. Senate,,Tony Gumina,5
Washoe,403,U.S. Senate,,Joe Heck,663
Washoe,403,U.S. Senate,,Tom Jones,19
Washoe,403,U.S. Senate,,None Of These Candidates,48
Washoe,403,U.S. Senate,,Thomas Sawyer,22
Washoe,403,U.S. Senate,,Jarrod Williams,11
Washoe,403,President,,Darrell Castle,1
Washoe,403,President,,Hillary Clinton,261
Washoe,403,President,,Roque De La Fuente,3
Washoe,403,President,,Gary Johnson,19
Washoe,403,President,,None Of These Candidates,16
Washoe,403,President,,Donald Trump,286
Washoe,403,State House,31,Richard Daly,318
Washoe,403,State House,31,Jill Dickman,241
Washoe,403,U.S. House,2,Mark Amodei,291
Washoe,403,U.S. House,2,H.D. Evans,245
Washoe,403,U.S. House,2,John Everhart,18
Washoe,403,U.S. House,2,Drew Knight,10
Washoe,403,U.S. Senate,,Catherine Cortez Masto,260
Washoe,403,U.S. Senate,,Tony Gumina,3
Washoe,403,U.S. Senate,,Joe Heck,283
Washoe,403,U.S. Senate,,Tom Jones,9
Washoe,403,U.S. Senate,,None Of These Candidates,19
Washoe,403,U.S. Senate,,Thomas Sawyer,6
Washoe,403,U.S. Senate,,Jarrod Williams,5
Washoe,403,President,,Darrell Castle,4
Washoe,403,President,,Hillary Clinton,440
Washoe,403,President,,Roque De La Fuente,2
Washoe,403,President,,Gary Johnson,39
Washoe,403,President,,None Of These Candidates,19
Washoe,403,President,,Donald Trump,314
Washoe,403,State House,31,Richard Daly,472
Washoe,403,State House,31,Jill Dickman,311
Washoe,403,U.S. House,2,Mark Amodei,348
Washoe,403,U.S. House,2,H.D. Evans,400
Washoe,403,U.S. House,2,John Everhart,20
Washoe,403,U.S. House,2,Drew Knight,15
Washoe,403,U.S. Senate,,Catherine Cortez Masto,428
Washoe,403,U.S. Senate,,Tony Gumina,6
Washoe,403,U.S. Senate,,Joe Heck,326
Washoe,403,U.S. Senate,,Tom Jones,4
Washoe,403,U.S. Senate,,None Of These Candidates,20
Washoe,403,U.S. Senate,,Thomas Sawyer,18
Washoe,403,U.S. Senate,,Jarrod Williams,10
Washoe,403,President,,Darrell Castle,1
Washoe,403,President,,Hillary Clinton,240
Washoe,403,President,,Roque De La Fuente,1
Washoe,403,President,,Gary Johnson,23
Washoe,403,President,,None Of These Candidates,14
Washoe,403,President,,Donald Trump,189
Washoe,403,State House,24,Amber Joiner,251
Washoe,403,State House,24,Jim Riger Sr.,180
Washoe,403,State Senate,13,Kent Bailey,180
Washoe,403,State Senate,13,Brandon Jacobs,33
Washoe,403,State Senate,13,Julia Ratti,224
Washoe,403,U.S. House,2,Mark Amodei,193
Washoe,403,U.S. House,2,H.D. Evans,225
Washoe,403,U.S. House,2,John Everhart,11
Washoe,403,U.S. House,2,Drew Knight,13
Washoe,403,U.S. Senate,,Catherine Cortez Masto,230
Washoe,403,U.S. Senate,,Tony Gumina,4
Washoe,403,U.S. Senate,,Joe Heck,189
Washoe,403,U.S. Senate,,Tom Jones,10
Washoe,403,U.S. Senate,,None Of These Candidates,19
Washoe,403,U.S. Senate,,Thomas Sawyer,11
Washoe,403,U.S. Senate,,Jarrod Williams,0
Washoe,403,President,,Darrell Castle,5
Washoe,403,President,,Hillary Clinton,548
Washoe,403,President,,Roque De La Fuente,3
Washoe,403,President,,Gary Johnson,55
Washoe,403,President,,None Of These Candidates,29
Washoe,403,President,,Donald Trump,428
Washoe,403,State House,31,Richard Daly,609
Washoe,403,State House,31,Jill Dickman,412
Washoe,403,U.S. House,2,Mark Amodei,463
Washoe,403,U.S. House,2,H.D. Evans,521
Washoe,403,U.S. House,2,John Everhart,26
Washoe,403,U.S. House,2,Drew Knight,22
Washoe,403,U.S. Senate,,Catherine Cortez Masto,540
Washoe,403,U.S. Senate,,Tony Gumina,6
Washoe,403,U.S. Senate,,Joe Heck,435
Washoe,403,U.S. Senate,,Tom Jones,14
Washoe,403,U.S. Senate,,None Of These Candidates,44
Washoe,403,U.S. Senate,,Thomas Sawyer,15
Washoe,403,U.S. Senate,,Jarrod Williams,6
Washoe,404,President,,Darrell Castle,0
Washoe,404,President,,Hillary Clinton,0
Washoe,404,President,,Roque De La Fuente,0
Washoe,404,President,,Gary Johnson,0
Washoe,404,President,,None Of These Candidates,0
Washoe,404,President,,Donald Trump,0
Washoe,404,State House,31,Richard Daly,0
Washoe,404,State House,31,Jill Dickman,0
Washoe,404,U.S. House,2,Mark Amodei,0
Washoe,404,U.S. House,2,H.D. Evans,0
Washoe,404,U.S. House,2,John Everhart,0
Washoe,404,U.S. House,2,Drew Knight,0
Washoe,404,U.S. Senate,,Catherine Cortez Masto,0
Washoe,404,U.S. Senate,,Tony Gumina,0
Washoe,404,U.S. Senate,,Joe Heck,0
Washoe,404,U.S. Senate,,Tom Jones,0
Washoe,404,U.S. Senate,,None Of These Candidates,0
Washoe,404,U.S. Senate,,Thomas Sawyer,0
Washoe,404,U.S. Senate,,Jarrod Williams,0
Washoe,404,President,,Darrell Castle,4
Washoe,404,President,,Hillary Clinton,470
Washoe,404,President,,Roque De La Fuente,5
Washoe,404,President,,Gary Johnson,55
Washoe,404,President,,None Of These Candidates,33
Washoe,404,President,,Donald Trump,443
Washoe,404,State House,25,Allen Smith,467
Washoe,404,State House,25,Jill Tolles,466
Washoe,404,State Senate,15,David Colborne,74
Washoe,404,State Senate,15,Heidi Gansert,457
Washoe,404,State Senate,15,Devon Reese,410
Washoe,404,U.S. House,2,Mark Amodei,460
Washoe,404,U.S. House,2,H.D. Evans,417
Washoe,404,U.S. House,2,John Everhart,33
Washoe,404,U.S. House,2,Drew Knight,41
Washoe,404,U.S. Senate,,Catherine Cortez Masto,467
Washoe,404,U.S. Senate,,Tony Gumina,13
Washoe,404,U.S. Senate,,Joe Heck,418
Washoe,404,U.S. Senate,,Tom Jones,22
Washoe,404,U.S. Senate,,None Of These Candidates,43
Washoe,404,U.S. Senate,,Thomas Sawyer,25
Washoe,404,U.S. Senate,,Jarrod Williams,11
Washoe,404,President,,Darrell Castle,0
Washoe,404,President,,Hillary Clinton,0
Washoe,404,President,,Roque De La Fuente,0
Washoe,404,President,,Gary Johnson,0
Washoe,404,President,,None Of These Candidates,0
Washoe,404,President,,Donald Trump,0
Washoe,404,State House,27,Teresa Benitez-Thompson,0
Washoe,404,State House,27,Bonnie Weber,0
Washoe,404,State Senate,15,David Colborne,0
Washoe,404,State Senate,15,Heidi Gansert,0
Washoe,404,State Senate,15,Devon Reese,0
Washoe,404,U.S. House,2,Mark Amodei,0
Washoe,404,U.S. House,2,H.D. Evans,0
Washoe,404,U.S. House,2,John Everhart,0
Washoe,404,U.S. House,2,Drew Knight,0
Washoe,404,U.S. Senate,,Catherine Cortez Masto,0
Washoe,404,U.S. Senate,,Tony Gumina,0
Washoe,404,U.S. Senate,,Joe Heck,0
Washoe,404,U.S. Senate,,Tom Jones,0
Washoe,404,U.S. Senate,,None Of These Candidates,0
Washoe,404,U.S. Senate,,Thomas Sawyer,0
Washoe,404,U.S. Senate,,Jarrod Williams,0
Washoe,404,President,,Darrell Castle,0
Washoe,404,President,,Hillary Clinton,7
Washoe,404,President,,Roque De La Fuente,0
Washoe,404,President,,Gary Johnson,2
Washoe,404,President,,None Of These Candidates,0
Washoe,404,President,,Donald Trump,15
Washoe,404,State House,27,Teresa Benitez-Thompson,9
Washoe,404,State House,27,Bonnie Weber,14
Washoe,404,State Senate,15,David Colborne,0
Washoe,404,State Senate,15,Heidi Gansert,16
Washoe,404,State Senate,15,Devon Reese,8
Washoe,404,U.S. House,2,Mark Amodei,16
Washoe,404,U.S. House,2,H.D. Evans,8
Washoe,404,U.S. House,2,John Everhart,0
Washoe,404,U.S. House,2,Drew Knight,0
Washoe,404,U.S. Senate,,Catherine Cortez Masto,6
Washoe,404,U.S. Senate,,Tony Gumina,2
Washoe,404,U.S. Senate,,Joe Heck,16
Washoe,404,U.S. Senate,,Tom Jones,0
Washoe,404,U.S. Senate,,None Of These Candidates,0
Washoe,404,U.S. Senate,,Thomas Sawyer,0
Washoe,404,U.S. Senate,,Jarrod Williams,0
Washoe,404,President,,Darrell Castle,7
Washoe,404,President,,Hillary Clinton,271
Washoe,404,President,,Roque De La Fuente,2
Washoe,404,President,,Gary Johnson,42
Washoe,404,President,,None Of These Candidates,19
Washoe,404,President,,Donald Trump,193
Washoe,404,State House,32,Ira Hansen,399
Washoe,404,U.S. House,2,Mark Amodei,210
Washoe,404,U.S. House,2,H.D. Evans,241
Washoe,404,U.S. House,2,John Everhart,31
Washoe,404,U.S. House,2,Drew Knight,22
Washoe,404,U.S. Senate,,Catherine Cortez Masto,252
Washoe,404,U.S. Senate,,Tony Gumina,10
Washoe,404,U.S. Senate,,Joe Heck,203
Washoe,404,U.S. Senate,,Tom Jones,9
Washoe,404,U.S. Senate,,None Of These Candidates,34
Washoe,404,U.S. Senate,,Thomas Sawyer,9
Washoe,404,U.S. Senate,,Jarrod Williams,9
Washoe,404,President,,Darrell Castle,0
Washoe,404,President,,Hillary Clinton,19
Washoe,404,President,,Roque De La Fuente,0
Washoe,404,President,,Gary Johnson,1
Washoe,404,President,,None Of These Candidates,1
Washoe,404,President,,Donald Trump,21
Washoe,404,State House,31,Richard Daly,20
Washoe,404,State House,31,Jill Dickman,19
Washoe,404,U.S. House,2,Mark Amodei,18
Washoe,404,U.S. House,2,H.D. Evans,18
Washoe,404,U.S. House,2,John Everhart,0
Washoe,404,U.S. House,2,Drew Knight,2
Washoe,404,U.S. Senate,,Catherine Cortez Masto,18
Washoe,404,U.S. Senate,,Tony Gumina,0
Washoe,404,U.S. Senate,,Joe Heck,14
Washoe,404,U.S. Senate,,Tom Jones,0
Washoe,404,U.S. Senate,,None Of These Candidates,6
Washoe,404,U.S. Senate,,Thomas Sawyer,3
Washoe,404,U.S. Senate,,Jarrod Williams,0
Washoe,404,President,,Darrell Castle,0
Washoe,404,President,,Hillary Clinton,34
Washoe,404,President,,Roque De La Fuente,0
Washoe,404,President,,Gary Johnson,5
Washoe,404,President,,None Of These Candidates,1
Washoe,404,President,,Donald Trump,19
Washoe,404,State House,27,Teresa Benitez-Thompson,33
Washoe,404,State House,27,Bonnie Weber,23
Washoe,404,State Senate,15,David Colborne,3
Washoe,404,State Senate,15,Heidi Gansert,23
Washoe,404,State Senate,15,Devon Reese,30
Washoe,404,U.S. House,2,Mark Amodei,23
Washoe,404,U.S. House,2,H.D. Evans,27
Washoe,404,U.S. House,2,John Everhart,4
Washoe,404,U.S. House,2,Drew Knight,3
Washoe,404,U.S. Senate,,Catherine Cortez Masto,31
Washoe,404,U.S. Senate,,Tony Gumina,0
Washoe,404,U.S. Senate,,Joe Heck,22
Washoe,404,U.S. Senate,,Tom Jones,1
Washoe,404,U.S. Senate,,None Of These Candidates,1
Washoe,404,U.S. Senate,,Thomas Sawyer,0
Washoe,404,U.S. Senate,,Jarrod Williams,3
Washoe,405,President,,Darrell Castle,0
Washoe,405,President,,Hillary Clinton,0
Washoe,405,President,,Roque De La Fuente,0
Washoe,405,President,,Gary Johnson,0
Washoe,405,President,,None Of These Candidates,0
Washoe,405,President,,Donald Trump,0
Washoe,405,State House,27,Teresa Benitez-Thompson,0
Washoe,405,State House,27,Bonnie Weber,0
Washoe,405,State Senate,15,David Colborne,0
Washoe,405,State Senate,15,Heidi Gansert,0
Washoe,405,State Senate,15,Devon Reese,0
Washoe,405,U.S. House,2,Mark Amodei,0
Washoe,405,U.S. House,2,H.D. Evans,0
Washoe,405,U.S. House,2,John Everhart,0
Washoe,405,U.S. House,2,Drew Knight,0
Washoe,405,U.S. Senate,,Catherine Cortez Masto,0
Washoe,405,U.S. Senate,,Tony Gumina,0
Washoe,405,U.S. Senate,,Joe Heck,0
Washoe,405,U.S. Senate,,Tom Jones,0
Washoe,405,U.S. Senate,,None Of These Candidates,0
Washoe,405,U.S. Senate,,Thomas Sawyer,0
Washoe,405,U.S. Senate,,Jarrod Williams,0
Washoe,405,President,,Darrell Castle,0
Washoe,405,President,,Hillary Clinton,0
Washoe,405,President,,Roque De La Fuente,0
Washoe,405,President,,Gary Johnson,0
Washoe,405,President,,None Of These Candidates,0
Washoe,405,President,,Donald Trump,0
Washoe,405,State House,27,Teresa Benitez-Thompson,0
Washoe,405,State House,27,Bonnie Weber,0
Washoe,405,State Senate,15,David Colborne,0
Washoe,405,State Senate,15,Heidi Gansert,0
Washoe,405,State Senate,15,Devon Reese,0
Washoe,405,U.S. House,2,Mark Amodei,0
Washoe,405,U.S. House,2,H.D. Evans,0
Washoe,405,U.S. House,2,John Everhart,0
Washoe,405,U.S. House,2,Drew Knight,0
Washoe,405,U.S. Senate,,Catherine Cortez Masto,0
Washoe,405,U.S. Senate,,Tony Gumina,0
Washoe,405,U.S. Senate,,Joe Heck,0
Washoe,405,U.S. Senate,,Tom Jones,0
Washoe,405,U.S. Senate,,None Of These Candidates,0
Washoe,405,U.S. Senate,,Thomas Sawyer,0
Washoe,405,U.S. Senate,,Jarrod Williams,0
Washoe,405,President,,Darrell Castle,5
Washoe,405,President,,Hillary Clinton,653
Washoe,405,President,,Roque De La Fuente,8
Washoe,405,President,,Gary Johnson,48
Washoe,405,President,,None Of These Candidates,36
Washoe,405,President,,Donald Trump,219
Washoe,405,State House,24,Amber Joiner,645
Washoe,405,State House,24,Jim Riger Sr.,239
Washoe,405,State Senate,13,Kent Bailey,235
Washoe,405,State Senate,13,Brandon Jacobs,51
Washoe,405,State Senate,13,Julia Ratti,602
Washoe,405,U.S. House,2,Mark Amodei,243
Washoe,405,U.S. House,2,H.D. Evans,600
Washoe,405,U.S. House,2,John Everhart,37
Washoe,405,U.S. House,2,Drew Knight,30
Washoe,405,U.S. Senate,,Catherine Cortez Masto,612
Washoe,405,U.S. Senate,,Tony Gumina,13
Washoe,405,U.S. Senate,,Joe Heck,234
Washoe,405,U.S. Senate,,Tom Jones,13
Washoe,405,U.S. Senate,,None Of These Candidates,56
Washoe,405,U.S. Senate,,Thomas Sawyer,23
Washoe,405,U.S. Senate,,Jarrod Williams,10
Washoe,405,President,,Darrell Castle,0
Washoe,405,President,,Hillary Clinton,0
Washoe,405,President,,Roque De La Fuente,0
Washoe,405,President,,Gary Johnson,0
Washoe,405,President,,None Of These Candidates,0
Washoe,405,President,,Donald Trump,0
Washoe,405,State House,31,Richard Daly,0
Washoe,405,State House,31,Jill Dickman,0
Washoe,405,U.S. House,2,Mark Amodei,0
Washoe,405,U.S. House,2,H.D. Evans,0
Washoe,405,U.S. House,2,John Everhart,0
Washoe,405,U.S. House,2,Drew Knight,0
Washoe,405,U.S. Senate,,Catherine Cortez Masto,0
Washoe,405,U.S. Senate,,Tony Gumina,0
Washoe,405,U.S. Senate,,Joe Heck,0
Washoe,405,U.S. Senate,,Tom Jones,0
Washoe,405,U.S. Senate,,None Of These Candidates,0
Washoe,405,U.S. Senate,,Thomas Sawyer,0
Washoe,405,U.S. Senate,,Jarrod Williams,0
Washoe,405,President,,Darrell Castle,0
Washoe,405,President,,Hillary Clinton,0
Washoe,405,President,,Roque De La Fuente,0
Washoe,405,President,,Gary Johnson,0
Washoe,405,President,,None Of These Candidates,0
Washoe,405,President,,Donald Trump,0
Washoe,405,State House,32,Ira Hansen,0
Washoe,405,U.S. House,2,Mark Amodei,0
Washoe,405,U.S. House,2,H.D. Evans,0
Washoe,405,U.S. House,2,John Everhart,0
Washoe,405,U.S. House,2,Drew Knight,0
Washoe,405,U.S. Senate,,Catherine Cortez Masto,0
Washoe,405,U.S. Senate,,Tony Gumina,0
Washoe,405,U.S. Senate,,Joe Heck,0
Washoe,405,U.S. Senate,,Tom Jones,0
Washoe,405,U.S. Senate,,None Of These Candidates,0
Washoe,405,U.S. Senate,,Thomas Sawyer,0
Washoe,405,U.S. Senate,,Jarrod Williams,0
Washoe,405,President,,Darrell Castle,0
Washoe,405,President,,Hillary Clinton,0
Washoe,405,President,,Roque De La Fuente,0
Washoe,405,President,,Gary Johnson,0
Washoe,405,President,,None Of These Candidates,0
Washoe,405,President,,Donald Trump,0
Washoe,405,State House,32,Ira Hansen,0
Washoe,405,U.S. House,2,Mark Amodei,0
Washoe,405,U.S. House,2,H.D. Evans,0
Washoe,405,U.S. House,2,John Everhart,0
Washoe,405,U.S. House,2,Drew Knight,0
Washoe,405,U.S. Senate,,Catherine Cortez Masto,0
Washoe,405,U.S. Senate,,Tony Gumina,0
